"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia PALPA (000)",10152,1412,1870,1872,1644,1310,2044
"Católica (001)",9227,1292,1700,1693,1514,1189,1839
"Cristiana/Evangélica (002)",681,90,113,133,97,88,160
"Otra (003)",111,14,23,18,12,18,26
"Ninguna (004)",133,16,34,28,21,15,19
"Hombres (006)",5189,734,951,940,801,674,1089
"Católica (007)",4733,666,865,863,733,619,987
"Cristiana/Evangélica (008)",315,52,49,54,48,37,75
"Otra (009)",52,6,12,8,6,8,12
"Ninguna (010)",89,10,25,15,14,10,15
"Mujeres (012)",4963,678,919,932,843,636,955
"Católica (013)",4494,626,835,830,781,570,852
"Cristiana/Evangélica (014)",366,38,64,79,49,51,85
"Otra (015)",59,8,11,10,6,10,14
"Ninguna (016)",44,6,9,13,7,5,4
,,,,,,,
"URBANA (018)",6660,976,1227,1228,1094,865,1270
"Católica (019)",6015,883,1094,1090,1009,786,1153
"Cristiana/Evangélica (020)",449,70,88,99,58,50,84
"Otra (021)",97,14,21,15,10,16,21
"Ninguna (022)",99,9,24,24,17,13,12
"Hombres (024)",3296,507,601,587,518,426,657
"Católica (025)",2990,456,536,530,474,392,602
"Cristiana/Evangélica (026)",196,38,38,39,27,18,36
"Otra (027)",44,6,10,6,5,8,9
"Ninguna (028)",66,7,17,12,12,8,10
"Mujeres (030)",3364,469,626,641,576,439,613
"Católica (031)",3025,427,558,560,535,394,551
"Cristiana/Evangélica (032)",253,32,50,60,31,32,48
"Otra (033)",53,8,11,9,5,8,12
"Ninguna (034)",33,2,7,12,5,5,2
,,,,,,,
"RURAL (036)",3492,436,643,644,550,445,774
"Católica (037)",3212,409,606,603,505,403,686
"Cristiana/Evangélica (038)",232,20,25,34,39,38,76
"Otra (039)",14,,2,3,2,2,5
"Ninguna (040)",34,7,10,4,4,2,7
"Hombres (042)",1893,227,350,353,283,248,432
"Católica (043)",1743,210,329,333,259,227,385
"Cristiana/Evangélica (044)",119,14,11,15,21,19,39
"Otra (045)",8,,2,2,1,,3
"Ninguna (046)",23,3,8,3,2,2,5
"Mujeres (048)",1599,209,293,291,267,197,342
"Católica (049)",1469,199,277,270,246,176,301
"Cristiana/Evangélica (050)",113,6,14,19,18,19,37
"Otra (051)",6,,,1,1,2,2
"Ninguna (052)",11,4,2,1,2,,2
