"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia ASUNCION",,,
"Viviendas particulares (001)",2290,1423,867
"Ocupantes presentes (002)",8953,5803,3150
"Casa independiente",,,
"Viviendas particulares (004)",2203,1415,788
"Ocupantes presentes (005)",8618,5772,2846
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",6,5,1
"Ocupantes presentes (014)",23,17,6
"Choza o cabaña",,,
"Viviendas particulares (016)",77,,77
"Ocupantes presentes (017)",297,,297
"Vivienda improvisada",,,
"Viviendas particulares (019)",2,2,
"Ocupantes presentes (020)",13,13,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",1,,1
"Ocupantes presentes (023)",1,,1
"Otro tipo",,,
"Viviendas particulares (025)",1,1,
"Ocupantes presentes (026)",1,1,
,,,
URBANA,,,
"Viviendas particulares (028)",503,473,30
"Ocupantes presentes (029)",2201,2043,158
"Casa independiente",,,
"Viviendas particulares (031)",494,465,29
"Ocupantes presentes (032)",2164,2012,152
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",6,5,1
"Ocupantes presentes (041)",23,17,6
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",2,2,
"Ocupantes presentes (047)",13,13,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
"Viviendas particulares (052)",1,1,
"Ocupantes presentes (053)",1,1,
,,,
RURAL,,,
"Viviendas particulares (055)",1787,950,837
"Ocupantes presentes (056)",6752,3760,2992
"Casa independiente",,,
"Viviendas particulares (058)",1709,950,759
"Ocupantes presentes (059)",6454,3760,2694
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",77,,77
"Ocupantes presentes (071)",297,,297
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,,1
"Ocupantes presentes (077)",1,,1
"Otro tipo",,,
