"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PIURA (000)",226138,156020,21925,20529,27664
"Sin nivel (001)",12878,11309,857,310,402
"Educación inicial (002)",174,143,19,8,4
"Primaria (003)",52343,43881,4311,1834,2317
"Secundaria (004)",73009,55610,6829,4577,5993
"Superior no univ. incompleta (005)",16153,10959,1724,1559,1911
"Superior no univ. completa (006)",30500,16336,3491,4767,5906
"Superior univ. incompleta (007)",12401,7275,1408,1644,2074
"Superior univ. completa (008)",28680,10507,3286,5830,9057
"De 06 a 14 años (010)",3013,2594,254,92,73
"Sin nivel (011)",114,93,14,3,4
"Educación inicial (012)",40,36,3,1,
"Primaria (013)",1907,1641,151,65,50
"Secundaria (014)",952,824,86,23,19
"De 15 a 29 años (020)",75803,52096,8637,6918,8152
"Sin nivel (021)",1454,1194,141,52,67
"Educación inicial (022)",87,75,7,3,2
"Primaria (023)",14127,11237,1446,592,852
"Secundaria (024)",30970,23614,3209,1977,2170
"Superior no univ. incompleta (025)",7422,5036,900,712,774
"Superior no univ. completa (026)",8710,4733,1217,1329,1431
"Superior univ. incompleta (027)",6091,3666,793,798,834
"Superior univ. completa (028)",6942,2541,924,1455,2022
"De 30 a 44 años (030)",82689,54371,8124,8746,11448
"Sin nivel (031)",4084,3473,310,127,174
"Educación inicial (032)",47,32,9,4,2
"Primaria (033)",16137,13308,1418,626,785
"Secundaria (034)",26025,19629,2431,1697,2268
"Superior no univ. incompleta (035)",5925,4005,583,619,718
"Superior no univ. completa (036)",14184,7521,1589,2324,2750
"Superior univ. incompleta (037)",3595,1986,379,557,673
"Superior univ. completa (038)",12692,4417,1405,2792,4078
"De 45 a 64 años (040)",55536,38932,4463,4518,7623
"Sin nivel (041)",4954,4412,310,107,125
"Primaria (043)",15804,13675,1105,476,548
"Secundaria (044)",13928,10622,1022,830,1454
"Superior no univ. incompleta (045)",2635,1772,231,222,410
"Superior no univ. completa (046)",7192,3765,661,1074,1692
"Superior univ. incompleta (047)",2583,1515,229,284,555
"Superior univ. completa (048)",8440,3171,905,1525,2839
"De 65 y más años (050)",9097,8027,447,255,368
"Sin nivel (051)",2272,2137,82,21,32
"Primaria (053)",4368,4020,191,75,82
"Secundaria (054)",1134,921,81,50,82
