"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia LA MAR (000)",84177,82466,1124,587
"Hombres (001)",43439,42627,508,304
"Mujeres (002)",40738,39839,616,283
"Menores de 1 año (003)",1822,1410,277,135
"Hombres (004)",953,740,142,71
"Mujeres (005)",869,670,135,64
"De 1 a 5 años (006)",11157,10281,459,417
"Hombres (007)",5735,5268,250,217
"Mujeres (008)",5422,5013,209,200
"De 6 a 14 años (009)",21395,21340,35,20
"Hombres (010)",11055,11027,16,12
"Mujeres (011)",10340,10313,19,8
"De 15 a 29 años (012)",20603,20580,22,1
"Hombres (013)",11009,10997,12,
"Mujeres (014)",9594,9583,10,1
"De 30 a 44 años (015)",15039,15001,37,1
"Hombres (016)",7777,7761,15,1
"Mujeres (017)",7262,7240,22,
"De 45 a 64 años (018)",9894,9818,71,5
"Hombres (019)",4910,4888,21,1
"Mujeres (020)",4984,4930,50,4
"De 65 a más años (021)",4267,4036,223,8
"Hombres (022)",2000,1946,52,2
"Mujeres (023)",2267,2090,171,6
,,,,
"URBANA (024)",34385,33667,418,300
"Hombres (025)",17597,17266,182,149
"Mujeres (026)",16788,16401,236,151
"Menores de 1 año (027)",670,511,106,53
"Hombres (028)",349,268,54,27
"Mujeres (029)",321,243,52,26
"De 1 a 5 años (030)",4146,3699,212,235
"Hombres (031)",2109,1886,105,118
"Mujeres (032)",2037,1813,107,117
"De 6 a 14 años (033)",8492,8474,11,7
"Hombres (034)",4354,4347,4,3
"Mujeres (035)",4138,4127,7,4
"De 15 a 29 años (036)",9128,9120,7,1
"Hombres (037)",4744,4739,5,
"Mujeres (038)",4384,4381,2,1
"De 30 a 44 años (039)",6660,6649,11,
"Hombres (040)",3421,3418,3,
"Mujeres (041)",3239,3231,8,
"De 45 a 64 años (042)",3941,3915,23,3
"Hombres (043)",2013,2006,6,1
"Mujeres (044)",1928,1909,17,2
"De 65 a más años (045)",1348,1299,48,1
"Hombres (046)",607,602,5,
"Mujeres (047)",741,697,43,1
,,,,
"RURAL (048)",49792,48799,706,287
"Hombres (049)",25842,25361,326,155
"Mujeres (050)",23950,23438,380,132
"Menores de 1 año (051)",1152,899,171,82
"Hombres (052)",604,472,88,44
"Mujeres (053)",548,427,83,38
"De 1 a 5 años (054)",7011,6582,247,182
"Hombres (055)",3626,3382,145,99
"Mujeres (056)",3385,3200,102,83
"De 6 a 14 años (057)",12903,12866,24,13
"Hombres (058)",6701,6680,12,9
"Mujeres (059)",6202,6186,12,4
"De 15 a 29 años (060)",11475,11460,15,
"Hombres (061)",6265,6258,7,
"Mujeres (062)",5210,5202,8,
"De 30 a 44 años (063)",8379,8352,26,1
"Hombres (064)",4356,4343,12,1
"Mujeres (065)",4023,4009,14,
"De 45 a 64 años (066)",5953,5903,48,2
"Hombres (067)",2897,2882,15,
"Mujeres (068)",3056,3021,33,2
"De 65 a más años (069)",2919,2737,175,7
"Hombres (070)",1393,1344,47,2
"Mujeres (071)",1526,1393,128,5
