"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia MOYOBAMBA",,,,,
"Viviendas particulares (001)",879,156,94,191,438
"Ocupantes presentes (002)",3835,633,402,878,1922
"Casa independiente",,,,,
"Viviendas particulares (004)",783,113,86,179,405
"Ocupantes presentes (005)",3554,497,384,848,1825
"Departamento en edificio",,,,,
"Viviendas particulares (007)",5,,,,5
"Ocupantes presentes (008)",17,,,,17
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",77,38,7,12,20
"Ocupantes presentes (011)",216,123,17,30,46
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",9,1,,,8
"Ocupantes presentes (014)",37,3,,,34
"Choza o cabaña",,,,,
"Viviendas particulares (016)",1,,1,,
"Ocupantes presentes (017)",1,,1,,
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",2,2,,,
"Ocupantes presentes (020)",7,7,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",2,2,,,
"Ocupantes presentes (023)",3,3,,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",753,132,59,158,404
"Ocupantes presentes (029)",3273,535,264,715,1759
"Casa independiente",,,,,
"Viviendas particulares (031)",659,90,52,146,371
"Ocupantes presentes (032)",2995,401,247,685,1662
"Departamento en edificio",,,,,
"Viviendas particulares (034)",5,,,,5
"Ocupantes presentes (035)",17,,,,17
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",77,38,7,12,20
"Ocupantes presentes (038)",216,123,17,30,46
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",9,1,,,8
"Ocupantes presentes (041)",37,3,,,34
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",2,2,,,
"Ocupantes presentes (047)",7,7,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",1,1,,,
"Ocupantes presentes (050)",1,1,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",126,24,35,33,34
"Ocupantes presentes (056)",562,98,138,163,163
"Casa independiente",,,,,
"Viviendas particulares (058)",124,23,34,33,34
"Ocupantes presentes (059)",559,96,137,163,163
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",1,,1,,
"Ocupantes presentes (071)",1,,1,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (076)",1,1,,,
"Ocupantes presentes (077)",2,2,,,
"Otro tipo",,,,,
