"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUAYTARA (000)",21938,5934,2763,683,12760
"Quechua (001)",5670,1517,391,190,3614
"Aymara (002)",13,1,5,4,6
"Asháninka (003)",4,1,1,2,1
"Otra lengua nativa (004)",3,2,,,1
"Castellano (005)",16218,4405,2362,487,9119
"Idioma Extranjero (006)",2,,,,2
"Es Sordomudo/a (007)",28,8,4,,17
"Hombres (009)",11548,2949,1965,478,6348
"Quechua (010)",2638,655,319,119,1586
"Aymara (011)",11,,4,4,6
"Asháninka (012)",3,1,1,1,1
"Otra lengua nativa (013)",2,2,,,
"Castellano (014)",8876,2287,1640,354,4742
"Idioma Extranjero (015)",1,,,,1
"Es Sordomudo/a (016)",17,4,1,,12
"Mujeres (018)",10390,2985,798,205,6412
"Quechua (019)",3032,862,72,71,2028
"Aymara (020)",2,1,1,,
"Asháninka (021)",1,,,1,
"Otra lengua nativa (022)",1,,,,1
"Castellano (023)",7342,2118,722,133,4377
"Idioma Extranjero (024)",1,,,,1
"Es Sordomudo/a (025)",11,4,3,,5
,,,,,
"URBANA (027)",6386,1497,927,170,3799
"Quechua (028)",682,57,65,28,532
"Aymara (029)",2,,1,,1
"Asháninka (030)",1,,1,,
"Castellano (032)",5695,1440,860,142,3260
"Idioma Extranjero (033)",2,,,,2
"Es Sordomudo/a (034)",4,,,,4
"Hombres (036)",3269,785,495,126,1867
"Quechua (037)",284,28,40,24,192
"Aymara (038)",2,,1,,1
"Asháninka (039)",1,,1,,
"Castellano (041)",2978,757,453,102,1670
"Idioma Extranjero (042)",1,,,,1
"Es Sordomudo/a (043)",3,,,,3
"Mujeres (045)",3117,712,432,44,1932
"Quechua (046)",398,29,25,4,340
"Castellano (050)",2717,683,407,40,1590
"Idioma Extranjero (051)",1,,,,1
"Es Sordomudo/a (052)",1,,,,1
,,,,,
"RURAL (054)",15552,4437,1836,513,8961
"Quechua (055)",4988,1460,326,162,3082
"Aymara (056)",11,1,4,4,5
"Asháninka (057)",3,1,,2,1
"Otra lengua nativa (058)",3,2,,,1
"Castellano (059)",10523,2965,1502,345,5859
"Es Sordomudo/a (061)",24,8,4,,13
"Hombres (063)",8279,2164,1470,352,4481
"Quechua (064)",2354,627,279,95,1394
"Aymara (065)",9,,3,4,5
"Asháninka (066)",2,1,,1,1
"Otra lengua nativa (067)",2,2,,,
"Castellano (068)",5898,1530,1187,252,3072
"Es Sordomudo/a (070)",14,4,1,,9
"Mujeres (072)",7273,2273,366,161,4480
"Quechua (073)",2634,833,47,67,1688
"Aymara (074)",2,1,1,,
"Asháninka (075)",1,,,1,
"Otra lengua nativa (076)",1,,,,1
"Castellano (077)",4625,1435,315,93,2787
"Es Sordomudo/a (079)",10,4,3,,4
