"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia SIHUAS",,,,,,
"Viviendas particulares (001)",6966,6877,74,15,,
"Ocupantes presentes (002)",30554,29792,594,168,,
"Casa independiente",,,,,,
"Viviendas particulares (004)",6872,6784,73,15,,
"Ocupantes presentes (005)",30199,29447,584,168,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",18,17,1,,,
"Ocupantes presentes (014)",70,60,10,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",72,72,,,,
"Ocupantes presentes (017)",275,275,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",1,1,,,,
"Ocupantes presentes (020)",3,3,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",3,3,,,,
"Ocupantes presentes (023)",7,7,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",1861,1797,51,13,,
"Ocupantes presentes (029)",7833,7282,404,147,,
"Casa independiente",,,,,,
"Viviendas particulares (031)",1841,1778,50,13,,
"Ocupantes presentes (032)",7755,7214,394,147,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",18,17,1,,,
"Ocupantes presentes (041)",70,60,10,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",1,1,,,,
"Ocupantes presentes (047)",3,3,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",1,1,,,,
"Ocupantes presentes (050)",5,5,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",5105,5080,23,2,,
"Ocupantes presentes (056)",22721,22510,190,21,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",5031,5006,23,2,,
"Ocupantes presentes (059)",22444,22233,190,21,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",72,72,,,,
"Ocupantes presentes (071)",275,275,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",2,2,,,,
"Ocupantes presentes (077)",2,2,,,,
"Otro tipo",,,,,,
