"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia COTABAMBAS (000)",42241,2680,13366,6427,5516,5010,3619,2490,3133
"Quechua (001)",38091,2285,11877,5655,4821,4568,3413,2416,3056
"Aymara (002)",70,6,10,8,11,15,8,8,4
"Ashaninca (003)",7,1,2,2,,,1,1,
"Otra lengua nativa (004)",9,,1,2,1,2,1,,2
"Castellano (005)",4034,386,1463,755,681,424,195,62,68
"Idioma extranjero (006)",2,,,,,,,,2
"Es sordomudo/a (007)",28,2,13,5,2,1,1,3,1
"Hombres (009)",21384,1372,6810,3346,2724,2568,1861,1201,1502
"Quechua (010)",19127,1159,6065,2927,2328,2304,1725,1160,1459
"Aymara (011)",30,1,3,2,6,7,5,4,2
"Ashaninca (012)",6,1,2,1,,,1,1,
"Otra lengua nativa (013)",4,,1,,1,,1,,1
"Castellano (014)",2199,210,732,413,388,256,128,34,38
"Idioma extranjero (015)",1,,,,,,,,1
"Es sordomudo/a (016)",17,1,7,3,1,1,1,2,1
"Mujeres (018)",20857,1308,6556,3081,2792,2442,1758,1289,1631
"Quechua (019)",18964,1126,5812,2728,2493,2264,1688,1256,1597
"Aymara (020)",40,5,7,6,5,8,3,4,2
"Ashaninca (021)",1,,,1,,,,,
"Otra lengua nativa (022)",5,,,2,,2,,,1
"Castellano (023)",1835,176,731,342,293,168,67,28,30
"Idioma extranjero (024)",1,,,,,,,,1
"Es sordomudo/a (025)",11,1,6,2,1,,,1,
,,,,,,,,,
"URBANA (027)",11340,602,3179,1886,1891,1525,1013,529,715
"Quechua (028)",8038,301,1969,1330,1311,1141,850,478,658
"Aymara (029)",27,,1,,7,7,5,5,2
"Ashaninca (030)",2,,1,,,,1,,
"Otra lengua nativa (031)",6,,1,1,1,2,,,1
"Castellano (032)",3259,301,1203,554,571,375,157,46,52
"Idioma extranjero (033)",2,,,,,,,,2
"Es sordomudo/a (034)",6,,4,1,1,,,,
"Hombres (036)",5795,311,1597,966,947,825,557,262,330
"Quechua (037)",3989,154,988,654,615,596,448,233,301
"Aymara (038)",16,,,,3,4,3,4,2
"Ashaninca (039)",2,,1,,,,1,,
"Otra lengua nativa (040)",2,,1,,1,,,,
"Castellano (041)",1780,157,604,311,327,225,105,25,26
"Idioma extranjero (042)",1,,,,,,,,1
"Es sordomudo/a (043)",5,,3,1,1,,,,
"Mujeres (045)",5545,291,1582,920,944,700,456,267,385
"Quechua (046)",4049,147,981,676,696,545,402,245,357
"Aymara (047)",11,,1,,4,3,2,1,
"Otra lengua nativa (049)",4,,,1,,2,,,1
"Castellano (050)",1479,144,599,243,244,150,52,21,26
"Idioma extranjero (051)",1,,,,,,,,1
"Es sordomudo/a (052)",1,,1,,,,,,
,,,,,,,,,
"RURAL (054)",30901,2078,10187,4541,3625,3485,2606,1961,2418
"Quechua (055)",30053,1984,9908,4325,3510,3427,2563,1938,2398
"Aymara (056)",43,6,9,8,4,8,3,3,2
"Ashaninca (057)",5,1,1,2,,,,1,
"Otra lengua nativa (058)",3,,,1,,,1,,1
"Castellano (059)",775,85,260,201,110,49,38,16,16
"Es sordomudo/a (061)",22,2,9,4,1,1,1,3,1
"Hombres (063)",15589,1061,5213,2380,1777,1743,1304,939,1172
"Quechua (064)",15138,1005,5077,2273,1713,1708,1277,927,1158
"Aymara (065)",14,1,3,2,3,3,2,,
"Ashaninca (066)",4,1,1,1,,,,1,
"Otra lengua nativa (067)",2,,,,,,1,,1
"Castellano (068)",419,53,128,102,61,31,23,9,12
"Es sordomudo/a (070)",12,1,4,2,,1,1,2,1
"Mujeres (072)",15312,1017,4974,2161,1848,1742,1302,1022,1246
"Quechua (073)",14915,979,4831,2052,1797,1719,1286,1011,1240
"Aymara (074)",29,5,6,6,1,5,1,3,2
"Ashaninca (075)",1,,,1,,,,,
"Otra lengua nativa (076)",1,,,1,,,,,
"Castellano (077)",356,32,132,99,49,18,15,7,4
"Es sordomudo/a (079)",10,1,5,2,1,,,1,
