"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia CONCEPCION (000)",27703,3924,8586,7150,8043
"Asiste actualmente (001)",19535,1662,8305,6546,3022
"No asiste (002)",8168,2262,281,604,5021
"Hombres (004)",13980,1992,4298,3652,4038
"Asiste actualmente (005)",9973,841,4174,3393,1565
"No asiste (006)",4007,1151,124,259,2473
"Mujeres (008)",13723,1932,4288,3498,4005
"Asiste actualmente (009)",9562,821,4131,3153,1457
"No asiste (010)",4161,1111,157,345,2548
,,,,,
"URBANA (012)",13518,1685,3843,3608,4382
"Asiste actualmente (013)",10016,806,3741,3412,2057
"No asiste (014)",3502,879,102,196,2325
"Hombres (016)",6850,871,1975,1864,2140
"Asiste actualmente (017)",5117,419,1931,1759,1008
"No asiste (018)",1733,452,44,105,1132
"Mujeres (020)",6668,814,1868,1744,2242
"Asiste actualmente (021)",4899,387,1810,1653,1049
"No asiste (022)",1769,427,58,91,1193
,,,,,
"RURAL (024)",14185,2239,4743,3542,3661
"Asiste actualmente (025)",9519,856,4564,3134,965
"No asiste (026)",4666,1383,179,408,2696
"Hombres (028)",7130,1121,2323,1788,1898
"Asiste actualmente (029)",4856,422,2243,1634,557
"No asiste (030)",2274,699,80,154,1341
"Mujeres (032)",7055,1118,2420,1754,1763
"Asiste actualmente (033)",4663,434,2321,1500,408
"No asiste (034)",2392,684,99,254,1355
