"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ESPINAR (000)",22317,21272,6483,2441,2430,2035,3194,2161,1408,1120,1045,66051
"De 12 a 14 años (001)",2498,2484,2479,3,2,,,,,,14,7
"De 15 a 19 años (002)",3019,2946,2645,250,46,5,,,,,73,357
"De 20 a 24 años (003)",2646,2213,757,863,446,108,33,6,,,433,2255
"De 25 a 29 años (004)",2245,1974,186,514,615,396,250,11,2,,271,4085
"De 30 a 34 años (005)",2075,1990,94,296,484,455,514,125,15,7,85,5834
"De 35 a 39 años (006)",1855,1809,50,137,309,356,598,268,77,14,46,6964
"De 40 a 44 años (007)",1647,1619,52,82,152,209,483,367,196,78,28,8059
"De 45 a 49 años (008)",1325,1306,35,51,109,118,325,333,209,126,19,7398
"De 50 y más años (009)",5007,4931,185,245,267,388,991,1051,909,895,76,31092
"PEA (010)",9641,9084,1460,1267,1260,1047,1653,1146,718,533,557,33736
"De 12 a 14 años (011)",169,167,164,1,2,,,,,,2,5
"De 15 a 19 años (012)",747,721,599,101,19,2,,,,,26,145
"De 20 a 24 años (013)",1231,1007,341,394,197,51,21,3,,,224,1046
"De 25 a 29 años (014)",1158,992,132,278,284,184,107,6,1,,166,1904
"De 30 a 34 años (015)",1157,1098,69,198,271,224,258,69,5,4,59,3049
"De 35 a 39 años (016)",1072,1043,33,90,196,210,312,154,43,5,29,3890
"De 40 a 44 años (017)",978,960,23,49,99,136,292,216,102,43,18,4693
"De 45 a 49 años (018)",770,760,20,34,66,67,196,183,122,72,10,4271
"De 50 y más años (019)",2359,2336,79,122,126,173,467,515,445,409,23,14733
"Ocupada (020)",9363,8839,1380,1217,1219,1023,1627,1134,710,529,524,33223
"De 12 a 14 años (021)",161,159,156,1,2,,,,,,2,5
