"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia YAUYOS (000)",21177,3050,3542,522,14085
"Conviviente (001)",5298,674,996,100,3530
"Separado(a) (002)",629,73,76,12,469
"Casado(a) (003)",7104,574,1557,257,4727
"Viudo(a) (004)",1344,108,70,20,1146
"Divorciado(a) (005)",84,6,16,5,57
"Soltero(a) (006)",6718,1615,827,128,4156
"Hombres (008)",11736,1402,2729,372,7252
"Conviviente (009)",3011,274,830,76,1832
"Separado(a) (010)",274,7,53,9,206
"Casado(a) (011)",4063,252,1211,182,2429
"Viudo(a) (012)",392,26,32,7,327
"Divorciado(a) (013)",48,2,12,5,29
"Soltero(a) (014)",3948,841,591,93,2429
"Mujeres (016)",9441,1648,813,150,6833
"Conviviente (017)",2287,400,166,24,1698
"Separado(a) (018)",355,66,23,3,263
"Casado(a) (019)",3041,322,346,75,2298
"Viudo(a) (020)",952,82,38,13,819
"Divorciado(a) (021)",36,4,4,,28
"Soltero(a) (022)",2770,774,236,35,1727
,,,,,
"URBANA (024)",12047,2179,1399,395,8088
"Conviviente (025)",2631,428,278,61,1865
"Separado(a) (026)",375,57,33,10,276
"Casado(a) (027)",4057,443,645,200,2775
"Viudo(a) (028)",827,86,41,20,680
"Divorciado(a) (029)",47,4,8,4,31
"Soltero(a) (030)",4110,1161,394,100,2461
"Hombres (032)",6093,1009,751,266,4078
"Conviviente (033)",1336,180,154,42,960
"Separado(a) (034)",143,6,16,8,114
"Casado(a) (035)",2087,201,358,136,1398
"Viudo(a) (036)",215,20,13,7,175
"Divorciado(a) (037)",22,1,4,4,13
"Soltero(a) (038)",2290,601,206,69,1418
"Mujeres (040)",5954,1170,648,129,4010
"Conviviente (041)",1295,248,124,19,905
"Separado(a) (042)",232,51,17,2,162
"Casado(a) (043)",1970,242,287,64,1377
"Viudo(a) (044)",612,66,28,13,505
"Divorciado(a) (045)",25,3,4,,18
"Soltero(a) (046)",1820,560,188,31,1043
,,,,,
"RURAL (048)",9130,871,2143,127,5997
"Conviviente (049)",2667,246,718,39,1665
"Separado(a) (050)",254,16,43,2,193
"Casado(a) (051)",3047,131,912,57,1952
"Viudo(a) (052)",517,22,29,,466
"Divorciado(a) (053)",37,2,8,1,26
"Soltero(a) (054)",2608,454,433,28,1695
"Hombres (056)",5643,393,1978,106,3174
"Conviviente (057)",1675,94,676,34,872
"Separado(a) (058)",131,1,37,1,92
"Casado(a) (059)",1976,51,853,46,1031
"Viudo(a) (060)",177,6,19,,152
"Divorciado(a) (061)",26,1,8,1,16
"Soltero(a) (062)",1658,240,385,24,1011
"Mujeres (064)",3487,478,165,21,2823
"Conviviente (065)",992,152,42,5,793
"Separado(a) (066)",123,15,6,1,101
"Casado(a) (067)",1071,80,59,11,921
"Viudo(a) (068)",340,16,10,,314
"Divorciado(a) (069)",11,1,,,10
"Soltero(a) (070)",950,214,48,4,684
