"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PASCO (000)",141801,13124,3215,41704,53100,5856,5628,7580,11594
"Quechua (001)",7058,2244,28,3081,1240,84,102,75,204
"Aymara (002)",107,14,1,34,33,6,5,4,10
"Ashaninca (003)",24,5,,8,8,,2,,1
"Otra lengua nativa (004)",29,5,,12,5,1,1,2,3
"Castellano (005)",134483,10794,3181,38552,51806,5765,5517,7497,11371
"Idioma extranjero (006)",9,,1,,,,1,2,5
"Es sordomudo/a (007)",91,62,4,17,8,,,,
"Hombres (009)",72270,4967,1627,19811,29491,3120,3106,3976,6172
"Quechua (010)",3227,465,14,1517,887,60,70,61,153
"Aymara (011)",58,3,1,12,24,4,4,2,8
"Ashaninca (012)",15,2,,5,6,,1,,1
"Otra lengua nativa (013)",16,3,,6,2,1,1,2,1
"Castellano (014)",68895,4460,1608,18263,28567,3055,3029,3909,6004
"Idioma extranjero (015)",8,,,,,,1,2,5
"Es sordomudo/a (016)",51,34,4,8,5,,,,
"Mujeres (018)",69531,8157,1588,21893,23609,2736,2522,3604,5422
"Quechua (019)",3831,1779,14,1564,353,24,32,14,51
"Aymara (020)",49,11,,22,9,2,1,2,2
"Ashaninca (021)",9,3,,3,2,,1,,
"Otra lengua nativa (022)",13,2,,6,3,,,,2
"Castellano (023)",65588,6334,1573,20289,23239,2710,2488,3588,5367
"Idioma extranjero (024)",1,,1,,,,,,
"Es sordomudo/a (025)",40,28,,9,3,,,,
,,,,,,,,,
"URBANA (027)",107999,8809,2496,28643,40294,4984,4973,6894,10906
"Quechua (028)",4397,1256,11,1905,821,71,82,67,184
"Aymara (029)",90,10,,30,27,6,5,3,9
"Ashaninca (030)",19,4,,6,7,,2,,
"Otra lengua nativa (031)",18,3,,4,4,1,1,2,3
"Castellano (032)",103418,7507,2481,26687,39430,4906,4882,6820,10705
"Idioma extranjero (033)",9,,1,,,,1,2,5
"Es sordomudo/a (034)",48,29,3,11,5,,,,
"Hombres (036)",54317,3380,1275,13229,21953,2586,2622,3585,5687
"Quechua (037)",1936,184,7,877,576,49,54,53,136
"Aymara (038)",50,3,,11,20,4,4,1,7
"Ashaninca (039)",10,1,,3,5,,1,,
"Otra lengua nativa (040)",11,1,,3,2,1,1,2,1
"Castellano (041)",52278,3178,1265,12330,21347,2532,2561,3527,5538
"Idioma extranjero (042)",8,,,,,,1,2,5
"Es sordomudo/a (043)",24,13,3,5,3,,,,
"Mujeres (045)",53682,5429,1221,15414,18341,2398,2351,3309,5219
"Quechua (046)",2461,1072,4,1028,245,22,28,14,48
"Aymara (047)",40,7,,19,7,2,1,2,2
"Ashaninca (048)",9,3,,3,2,,1,,
"Otra lengua nativa (049)",7,2,,1,2,,,,2
"Castellano (050)",51140,4329,1216,14357,18083,2374,2321,3293,5167
"Idioma extranjero (051)",1,,1,,,,,,
"Es sordomudo/a (052)",24,16,,6,2,,,,
,,,,,,,,,
"RURAL (054)",33802,4315,719,13061,12806,872,655,686,688
"Quechua (055)",2661,988,17,1176,419,13,20,8,20
"Aymara (056)",17,4,1,4,6,,,1,1
"Ashaninca (057)",5,1,,2,1,,,,1
"Otra lengua nativa (058)",11,2,,8,1,,,,
"Castellano (059)",31065,3287,700,11865,12376,859,635,677,666
"Es sordomudo/a (061)",43,33,1,6,3,,,,
"Hombres (063)",17953,1587,352,6582,7538,534,484,391,485
"Quechua (064)",1291,281,7,640,311,11,16,8,17
"Aymara (065)",8,,1,1,4,,,1,1
"Ashaninca (066)",5,1,,2,1,,,,1
"Otra lengua nativa (067)",5,2,,3,,,,,
"Castellano (068)",16617,1282,343,5933,7220,523,468,382,466
"Es sordomudo/a (070)",27,21,1,3,2,,,,
"Mujeres (072)",15849,2728,367,6479,5268,338,171,295,203
"Quechua (073)",1370,707,10,536,108,2,4,,3
"Aymara (074)",9,4,,3,2,,,,
"Otra lengua nativa (076)",6,,,5,1,,,,
"Castellano (077)",14448,2005,357,5932,5156,336,167,295,200
"Es sordomudo/a (079)",16,12,,3,1,,,,
