"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia YUNGUYO (000)",1144,393,751
"De 14 a 29 años (001)",647,294,353
"De 30 a 44 años (002)",329,84,245
"De 45 a 64 años (003)",141,15,126
"De 65 y más años (004)",27,,27
"Hombres (005)",798,265,533
"De 14 a 29 años (006)",418,192,226
"De 30 a 44 años (007)",241,62,179
"De 45 a 64 años (008)",117,11,106
"De 65 y más años (009)",22,,22
"Mujeres (010)",346,128,218
"De 14 a 29 años (011)",229,102,127
"De 30 a 44 años (012)",88,22,66
"De 45 a 64 años (013)",24,4,20
"De 65 y más años (014)",5,,5
,,,
"AREA URBANA (015)",440,103,337
"De 14 a 29 años (016)",213,72,141
"De 30 a 44 años (017)",142,26,116
"De 45 a 64 años (018)",69,5,64
"De 65 y más años (019)",16,,16
"Hombres (020)",283,64,219
"De 14 a 29 años (021)",128,45,83
"De 30 a 44 años (022)",91,16,75
"De 45 a 64 años (023)",51,3,48
"De 65 y más años (024)",13,,13
"Mujeres (025)",157,39,118
"De 14 a 29 años (026)",85,27,58
"De 30 a 44 años (027)",51,10,41
"De 45 a 64 años (028)",18,2,16
"De 65 y más años (029)",3,,3
,,,
"AREA RURAL (030)",704,290,414
"De 14 a 29 años (031)",434,222,212
"De 30 a 44 años (032)",187,58,129
"De 45 a 64 años (033)",72,10,62
"De 65 y más años (034)",11,,11
"Hombres (035)",515,201,314
"De 14 a 29 años (036)",290,147,143
"De 30 a 44 años (037)",150,46,104
"De 45 a 64 años (038)",66,8,58
"De 65 y más años (039)",9,,9
"Mujeres (040)",189,89,100
"De 14 a 29 años (041)",144,75,69
"De 30 a 44 años (042)",37,12,25
"De 45 a 64 años (043)",6,2,4
"De 65 y más años (044)",2,,2
