"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CASTROVIRREYNA (000)",174,51,123
"De 14 a 29 años (001)",87,40,47
"De 30 a 44 años (002)",49,11,38
"De 45 a 64 años (003)",31,,31
"De 65 y más años (004)",7,,7
"Hombres (005)",136,34,102
"De 14 a 29 años (006)",59,24,35
"De 30 a 44 años (007)",41,10,31
"De 45 a 64 años (008)",29,,29
"De 65 y más años (009)",7,,7
"Mujeres (010)",38,17,21
"De 14 a 29 años (011)",28,16,12
"De 30 a 44 años (012)",8,1,7
"De 45 a 64 años (013)",2,,2
,,,
"AREA URBANA (015)",84,24,60
"De 14 a 29 años (016)",42,17,25
"De 30 a 44 años (017)",22,7,15
"De 45 a 64 años (018)",15,,15
"De 65 y más años (019)",5,,5
"Hombres (020)",56,14,42
"De 14 a 29 años (021)",24,8,16
"De 30 a 44 años (022)",14,6,8
"De 45 a 64 años (023)",13,,13
"De 65 y más años (024)",5,,5
"Mujeres (025)",28,10,18
"De 14 a 29 años (026)",18,9,9
"De 30 a 44 años (027)",8,1,7
"De 45 a 64 años (028)",2,,2
,,,
"AREA RURAL (030)",90,27,63
"De 14 a 29 años (031)",45,23,22
"De 30 a 44 años (032)",27,4,23
"De 45 a 64 años (033)",16,,16
"De 65 y más años (034)",2,,2
"Hombres (035)",80,20,60
"De 14 a 29 años (036)",35,16,19
"De 30 a 44 años (037)",27,4,23
"De 45 a 64 años (038)",16,,16
"De 65 y más años (039)",2,,2
"Mujeres (040)",10,7,3
"De 14 a 29 años (041)",10,7,3
