"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia ALTO AMAZONAS (000)",1079,986,93
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",251,242,9
"Casa pensión (003)",20,20,
"Hospital, clinica (004)",109,106,3
"Cárcel, centro de readaptación social (005)",12,12,
"Aldea infantil, orfelinato, etc (007)",11,11,
"Otro (008)",410,341,69
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",266,254,12
