"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CHURCAMPA (000)",41747,2409,13034,7176,5424,4677,3516,2588,2923
"Quechua (001)",33025,1658,9710,5430,4153,3891,3032,2380,2771
"Aymara (002)",27,2,13,4,3,3,1,1,
"Ashaninca (003)",4,,,1,,,1,,2
"Otra lengua nativa (004)",19,3,3,4,4,2,1,1,1
"Castellano (005)",8542,744,3295,1724,1251,744,462,187,135
"Idioma extranjero (006)",3,,,,,3,,,
"Es sordomudo/a (007)",127,2,13,13,13,34,19,19,14
"Hombres (009)",20557,1144,6658,3552,2685,2283,1722,1240,1273
"Quechua (010)",15828,784,4930,2652,1971,1802,1397,1109,1183
"Aymara (011)",16,1,8,2,2,2,,1,
"Ashaninca (012)",3,,,,,,1,,2
"Otra lengua nativa (013)",8,1,,3,,1,1,1,1
"Castellano (014)",4643,357,1713,892,705,461,312,119,84
"Idioma extranjero (015)",3,,,,,3,,,
"Es sordomudo/a (016)",56,1,7,3,7,14,11,10,3
"Mujeres (018)",21190,1265,6376,3624,2739,2394,1794,1348,1650
"Quechua (019)",17197,874,4780,2778,2182,2089,1635,1271,1588
"Aymara (020)",11,1,5,2,1,1,1,,
"Ashaninca (021)",1,,,1,,,,,
"Otra lengua nativa (022)",11,2,3,1,4,1,,,
"Castellano (023)",3899,387,1582,832,546,283,150,68,51
"Es sordomudo/a (025)",71,1,6,10,6,20,8,9,11
,,,,,,,,,
"URBANA (027)",9638,440,2424,1661,1567,1332,1015,569,630
"Quechua (028)",4338,81,650,616,631,728,647,437,548
"Aymara (029)",8,1,2,2,1,1,1,,
"Ashaninca (030)",2,,,,,,1,,1
"Otra lengua nativa (031)",11,3,3,3,2,,,,
"Castellano (032)",5243,355,1765,1032,929,596,365,125,76
"Idioma extranjero (033)",3,,,,,3,,,
"Es sordomudo/a (034)",33,,4,8,4,4,1,7,5
"Hombres (036)",4976,206,1248,846,839,710,563,290,274
"Quechua (037)",2031,39,334,308,291,331,303,200,225
"Aymara (038)",6,1,1,2,1,1,,,
"Ashaninca (039)",2,,,,,,1,,1
"Otra lengua nativa (040)",3,1,,2,,,,,
"Castellano (041)",2920,165,910,532,547,375,258,85,48
"Idioma extranjero (042)",3,,,,,3,,,
"Es sordomudo/a (043)",11,,3,2,,,1,5,
"Mujeres (045)",4662,234,1176,815,728,622,452,279,356
"Quechua (046)",2307,42,316,308,340,397,344,237,323
"Aymara (047)",2,,1,,,,1,,
"Otra lengua nativa (049)",8,2,3,1,2,,,,
"Castellano (050)",2323,190,855,500,382,221,107,40,28
"Es sordomudo/a (052)",22,,1,6,4,4,,2,5
,,,,,,,,,
"RURAL (054)",32109,1969,10610,5515,3857,3345,2501,2019,2293
"Quechua (055)",28687,1577,9060,4814,3522,3163,2385,1943,2223
"Aymara (056)",19,1,11,2,2,2,,1,
"Ashaninca (057)",2,,,1,,,,,1
"Otra lengua nativa (058)",8,,,1,2,2,1,1,1
"Castellano (059)",3299,389,1530,692,322,148,97,62,59
"Es sordomudo/a (061)",94,2,9,5,9,30,18,12,9
"Hombres (063)",15581,938,5410,2706,1846,1573,1159,950,999
"Quechua (064)",13797,745,4596,2344,1680,1471,1094,909,958
"Aymara (065)",10,,7,,1,1,,1,
"Ashaninca (066)",1,,,,,,,,1
"Otra lengua nativa (067)",5,,,1,,1,1,1,1
"Castellano (068)",1723,192,803,360,158,86,54,34,36
"Es sordomudo/a (070)",45,1,4,1,7,14,10,5,3
"Mujeres (072)",16528,1031,5200,2809,2011,1772,1342,1069,1294
"Quechua (073)",14890,832,4464,2470,1842,1692,1291,1034,1265
"Aymara (074)",9,1,4,2,1,1,,,
"Ashaninca (075)",1,,,1,,,,,
"Otra lengua nativa (076)",3,,,,2,1,,,
"Castellano (077)",1576,197,727,332,164,62,43,28,23
"Es sordomudo/a (079)",49,1,5,4,2,16,8,7,6
