"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia MARISCAL CACERES (000)",373,119,254
"Sin nivel (001)",12,6,6
"Primaria (003)",130,55,75
"Secundaria (004)",176,49,127
"Superior no univ. incompleta (005)",20,1,19
"Superior no univ. completa (006)",18,4,14
"Superior univ. incompleta (007)",3,1,2
"Superior univ. completa (008)",14,3,11
"Hombres (010)",258,78,180
"Sin nivel (011)",4,3,1
"Primaria (013)",95,41,54
"Secundaria (014)",122,30,92
"Superior no univ. incompleta (015)",15,1,14
"Superior no univ. completa (016)",11,1,10
"Superior univ. incompleta (017)",2,,2
"Superior univ. completa (018)",9,2,7
"Mujeres (020)",115,41,74
"Sin nivel (021)",8,3,5
"Primaria (023)",35,14,21
"Secundaria (024)",54,19,35
"Superior no univ. incompleta (025)",5,,5
"Superior no univ. completa (026)",7,3,4
"Superior univ. incompleta (027)",1,1,
"Superior univ. completa (028)",5,1,4
,,,
"AREA URBANA (030)",265,49,216
"Sin nivel (031)",4,2,2
"Primaria (033)",74,15,59
"Secundaria (034)",138,26,112
"Superior no univ. incompleta (035)",17,,17
"Superior no univ. completa (036)",15,2,13
"Superior univ. incompleta (037)",3,1,2
"Superior univ. completa (038)",14,3,11
"Hombres (040)",179,26,153
"Sin nivel (041)",1,1,
"Primaria (043)",50,8,42
"Secundaria (044)",95,14,81
"Superior no univ. incompleta (045)",12,,12
"Superior no univ. completa (046)",10,1,9
"Superior univ. incompleta (047)",2,,2
"Superior univ. completa (048)",9,2,7
"Mujeres (050)",86,23,63
"Sin nivel (051)",3,1,2
"Primaria (053)",24,7,17
"Secundaria (054)",43,12,31
"Superior no univ. incompleta (055)",5,,5
"Superior no univ. completa (056)",5,1,4
"Superior univ. incompleta (057)",1,1,
"Superior univ. completa (058)",5,1,4
,,,
"AREA RURAL (060)",108,70,38
"Sin nivel (061)",8,4,4
"Primaria (063)",56,40,16
"Secundaria (064)",38,23,15
"Superior no univ. incompleta (065)",3,1,2
"Superior no univ. completa (066)",3,2,1
"Hombres (070)",79,52,27
"Sin nivel (071)",3,2,1
"Primaria (073)",45,33,12
"Secundaria (074)",27,16,11
"Superior no univ. incompleta (075)",3,1,2
"Superior no univ. completa (076)",1,,1
"Mujeres (080)",29,18,11
"Sin nivel (081)",5,2,3
"Primaria (083)",11,7,4
"Secundaria (084)",11,7,4
"Superior no univ. completa (086)",2,2,
