"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TOCACHE (000)",16327,15783,71,3433,3356,2735,3681,1730,620,157,544,52520
"De 12 a 14 años (001)",37,21,,19,2,,,,,,16,23
"De 15 a 19 años (002)",833,751,12,642,84,11,2,,,,82,851
"De 20 a 24 años (003)",2118,1919,12,1132,602,139,30,4,,,199,2900
"De 25 a 29 años (004)",2181,2068,5,709,751,386,207,9,1,,113,4298
"De 30 a 34 años (005)",2097,2048,11,342,644,514,447,80,10,,49,5684
"De 35 a 39 años (006)",2269,2246,5,213,488,573,730,197,37,3,23,7727
"De 40 a 44 años (007)",2051,2036,6,145,352,409,722,325,72,5,15,8005
"De 45 a 49 años (008)",1474,1464,4,62,184,286,513,301,99,15,10,6459
"De 50 y más años (009)",3267,3230,16,169,249,417,1030,814,401,134,37,16573
"PEA (010)",5404,5168,22,1143,1193,932,1201,481,159,37,236,16418
"De 12 a 14 años (011)",7,7,,6,1,,,,,,,8
"De 15 a 19 años (012)",165,147,4,121,20,2,,,,,18,167
"De 20 a 24 años (013)",520,440,3,284,114,25,11,3,,,80,652
"De 25 a 29 años (014)",670,600,3,259,217,78,43,,,,70,1103
"De 30 a 34 años (015)",749,717,3,167,245,148,132,20,2,,32,1814
"De 35 a 39 años (016)",883,869,2,122,222,229,233,49,11,1,14,2698
"De 40 a 44 años (017)",850,841,1,91,192,173,270,95,19,,9,2947
"De 45 a 49 años (018)",595,590,1,37,94,129,200,100,27,2,5,2376
"De 50 y más años (019)",965,957,5,56,88,148,312,214,100,34,8,4653
"Ocupada (020)",5329,5099,22,1117,1180,925,1186,476,156,37,230,16223
"De 12 a 14 años (021)",7,7,,6,1,,,,,,,8
