"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LORETO (000)",62165,28943,6075,2152,25194
"Menos de 1 año (001)",1975,1448,125,29,376
"De 1 a 14 años (002)",24726,17592,1722,533,4967
"De 15 a 29 años (003)",16270,5743,1451,795,8320
"De 30 a 44 años (004)",10423,2331,1802,503,5828
"De 45 a 64 años (005)",6723,1425,884,253,4186
"De 65 y mas años (006)",2048,404,91,39,1517
"Hombres (008)",33247,14018,3707,1447,14190
"Menos de 1 año (009)",1016,760,59,19,181
"De 1 a 14 años (010)",12738,8973,861,290,2659
"De 15 a 29 años (011)",8450,2417,908,546,4598
"De 30 a 44 años (012)",5862,929,1164,370,3427
"De 45 a 64 años (013)",4020,715,661,194,2468
"De 65 y mas años (014)",1161,224,54,28,857
"Mujeres (016)",28918,14925,2368,705,11004
"Menos de 1 año (017)",959,688,66,10,195
"De 1 a 14 años (018)",11988,8619,861,243,2308
"De 15 a 29 años (019)",7820,3326,543,249,3722
"De 30 a 44 años (020)",4561,1402,638,133,2401
"De 45 a 64 años (021)",2703,710,223,59,1718
"De 65 y mas años (022)",887,180,37,11,660
,,,,,
"URBANA (024)",26311,10140,4652,949,10664
"Menos de 1 año (025)",746,539,92,13,104
"De 1 a 14 años (026)",9219,6093,1305,166,1688
"De 15 a 29 años (027)",7335,2126,1116,299,3811
"De 30 a 44 años (028)",4908,730,1365,294,2547
"De 45 a 64 años (029)",3137,468,699,161,1823
"De 65 y mas años (030)",966,184,75,16,691
"Hombres (032)",14201,4850,2883,673,5859
"Menos de 1 año (033)",370,278,42,9,43
"De 1 a 14 años (034)",4752,3123,643,83,921
"De 15 a 29 años (035)",3843,894,715,201,2045
"De 30 a 44 años (036)",2810,242,906,238,1444
"De 45 a 64 años (037)",1895,211,533,132,1031
"De 65 y mas años (038)",531,102,44,10,375
"Mujeres (040)",12110,5290,1769,276,4805
"Menos de 1 año (041)",376,261,50,4,61
"De 1 a 14 años (042)",4467,2970,662,83,767
"De 15 a 29 años (043)",3492,1232,401,98,1766
"De 30 a 44 años (044)",2098,488,459,56,1103
"De 45 a 64 años (045)",1242,257,166,29,792
"De 65 y mas años (046)",435,82,31,6,316
,,,,,
"RURAL (048)",35854,18803,1423,1203,14530
"Menos de 1 año (049)",1229,909,33,16,272
"De 1 a 14 años (050)",15507,11499,417,367,3279
"De 15 a 29 años (051)",8935,3617,335,496,4509
"De 30 a 44 años (052)",5515,1601,437,209,3281
"De 45 a 64 años (053)",3586,957,185,92,2363
"De 65 y mas años (054)",1082,220,16,23,826
"Hombres (056)",19046,9168,824,774,8331
"Menos de 1 año (057)",646,482,17,10,138
"De 1 a 14 años (058)",7986,5850,218,207,1738
"De 15 a 29 años (059)",4607,1523,193,345,2553
"De 30 a 44 años (060)",3052,687,258,132,1983
"De 45 a 64 años (061)",2125,504,128,62,1437
"De 65 y mas años (062)",630,122,10,18,482
"Mujeres (064)",16808,9635,599,429,6199
"Menos de 1 año (065)",583,427,16,6,134
"De 1 a 14 años (066)",7521,5649,199,160,1541
"De 15 a 29 años (067)",4328,2094,142,151,1956
"De 30 a 44 años (068)",2463,914,179,77,1298
"De 45 a 64 años (069)",1461,453,57,30,926
"De 65 y mas años (070)",452,98,6,5,344
