"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA",,,,,,,,,
"Viviendas particulares (001)",6801,2605,125,13,5,271,3071,91,620
"Ocupantes presentes (002)",26354,9980,450,55,17,1098,11975,282,2497
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6744,2584,123,13,5,271,3044,87,617
"Ocupantes presentes (005)",26147,9890,445,55,17,1098,11884,275,2483
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",18,16,2,,,,,,
"Ocupantes presentes (011)",69,64,5,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",2,2,,,,,,,
"Ocupantes presentes (014)",16,16,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",30,,,,,,26,3,1
"Ocupantes presentes (017)",94,,,,,,87,3,4
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,1,,,,,,,1
"Ocupantes presentes (020)",7,6,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,2,,,,,,,1
"Ocupantes presentes (023)",13,4,,,,,,,9
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,,,,,,1,1,
"Ocupantes presentes (026)",8,,,,,,4,4,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2273,1649,60,,,58,459,17,30
"Ocupantes presentes (029)",8560,6218,215,,,289,1686,39,113
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2248,1628,58,,,58,459,16,29
"Ocupantes presentes (032)",8460,6128,210,,,289,1686,35,112
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",18,16,2,,,,,,
"Ocupantes presentes (038)",69,64,5,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",2,2,,,,,,,
"Ocupantes presentes (041)",16,16,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,1,,,,,,,1
"Ocupantes presentes (047)",7,6,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,2,,,,,,,
"Ocupantes presentes (050)",4,4,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,,,1,
"Ocupantes presentes (053)",4,,,,,,,4,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4528,956,65,13,5,213,2612,74,590
"Ocupantes presentes (056)",17794,3762,235,55,17,809,10289,243,2384
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4496,956,65,13,5,213,2585,71,588
"Ocupantes presentes (059)",17687,3762,235,55,17,809,10198,240,2371
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",30,,,,,,26,3,1
"Ocupantes presentes (071)",94,,,,,,87,3,4
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",9,,,,,,,,9
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,1,,
"Ocupantes presentes (080)",4,,,,,,4,,
