"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia ANDAHUAYLAS",,,,,
"Viviendas particulares (001)",2420,427,367,592,1034
"Ocupantes presentes (002)",10364,1840,1545,2444,4535
"Casa independiente",,,,,
"Viviendas particulares (004)",2398,422,367,590,1019
"Ocupantes presentes (005)",10290,1823,1545,2439,4483
"Departamento en edificio",,,,,
"Viviendas particulares (007)",11,1,,,10
"Ocupantes presentes (008)",45,6,,,39
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",3,,,1,2
"Ocupantes presentes (011)",5,,,1,4
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",6,3,,1,2
"Ocupantes presentes (014)",19,8,,4,7
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",1,,,,1
"Ocupantes presentes (020)",2,,,,2
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",1,1,,,
"Ocupantes presentes (023)",3,3,,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",746,164,39,156,387
"Ocupantes presentes (029)",3186,699,190,658,1639
"Casa independiente",,,,,
"Viviendas particulares (031)",724,159,39,154,372
"Ocupantes presentes (032)",3112,682,190,653,1587
"Departamento en edificio",,,,,
"Viviendas particulares (034)",11,1,,,10
"Ocupantes presentes (035)",45,6,,,39
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",3,,,1,2
"Ocupantes presentes (038)",5,,,1,4
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",6,3,,1,2
"Ocupantes presentes (041)",19,8,,4,7
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",1,,,,1
"Ocupantes presentes (047)",2,,,,2
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",1,1,,,
"Ocupantes presentes (050)",3,3,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",1674,263,328,436,647
"Ocupantes presentes (056)",7178,1141,1355,1786,2896
"Casa independiente",,,,,
"Viviendas particulares (058)",1674,263,328,436,647
"Ocupantes presentes (059)",7178,1141,1355,1786,2896
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
