"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia BONGARA",,,,,,,,
"Viviendas particulares (001)",6381,4098,2165,41,11,57,5,4
"Ocupantes presentes (002)",26676,17601,8664,139,33,203,18,18
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",6150,4019,2030,37,9,47,5,3
"Ocupantes presentes (005)",25947,17318,8256,132,27,180,18,16
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",7,,4,3,,,,
"Ocupantes presentes (008)",21,,15,6,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",44,,43,,,1,,
"Ocupantes presentes (011)",157,,155,,,2,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",128,36,82,,2,8,,
"Ocupantes presentes (014)",370,133,213,,6,18,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",38,36,2,,,,,
"Ocupantes presentes (017)",134,126,8,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",5,4,,,,1,,
"Ocupantes presentes (020)",18,15,,,,3,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",9,3,4,1,,,,1
"Ocupantes presentes (023)",29,9,17,1,,,,2
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",3833,1917,1822,41,11,37,2,3
"Ocupantes presentes (029)",15732,8110,7302,139,33,128,4,16
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",3642,1875,1689,37,9,27,2,3
"Ocupantes presentes (032)",15141,7955,6902,132,27,105,4,16
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",7,,4,3,,,,
"Ocupantes presentes (035)",21,,15,6,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",44,,43,,,1,,
"Ocupantes presentes (038)",157,,155,,,2,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",128,36,82,,2,8,,
"Ocupantes presentes (041)",370,133,213,,6,18,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",5,4,,,,1,,
"Ocupantes presentes (047)",18,15,,,,3,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",7,2,4,1,,,,
"Ocupantes presentes (050)",25,7,17,1,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",2548,2181,343,,,20,3,1
"Ocupantes presentes (056)",10944,9491,1362,,,75,14,2
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",2508,2144,341,,,20,3,
"Ocupantes presentes (059)",10806,9363,1354,,,75,14,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",38,36,2,,,,,
"Ocupantes presentes (071)",134,126,8,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",2,1,,,,,,1
"Ocupantes presentes (077)",4,2,,,,,,2
"Otro tipo",,,,,,,,
