"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CASTILLA (000)",29334,3917,4579,6083,5361,3853,5541
"Católica (001)",26386,3482,4073,5470,4847,3479,5035
"Cristiana/Evangélica (002)",1271,171,179,254,217,175,275
"Otra (003)",1331,209,255,265,232,171,199
"Ninguna (004)",346,55,72,94,65,28,32
"Hombres (006)",15696,2030,2409,3331,2886,2152,2888
"Católica (007)",14160,1818,2151,3007,2622,1946,2616
"Cristiana/Evangélica (008)",649,82,95,128,112,97,135
"Otra (009)",661,100,118,133,107,90,113
"Ninguna (010)",226,30,45,63,45,19,24
"Mujeres (012)",13638,1887,2170,2752,2475,1701,2653
"Católica (013)",12226,1664,1922,2463,2225,1533,2419
"Cristiana/Evangélica (014)",622,89,84,126,105,78,140
"Otra (015)",670,109,137,132,125,81,86
"Ninguna (016)",120,25,27,31,20,9,8
,,,,,,,
"URBANA (018)",16578,2318,2561,3619,3080,2154,2846
"Católica (019)",14925,2055,2262,3239,2775,1957,2637
"Cristiana/Evangélica (020)",676,96,103,160,125,90,102
"Otra (021)",732,131,137,149,139,87,89
"Ninguna (022)",245,36,59,71,41,20,18
"Hombres (024)",8635,1214,1282,1888,1600,1193,1458
"Católica (025)",7798,1087,1140,1692,1450,1087,1342
"Cristiana/Evangélica (026)",337,41,51,82,62,48,53
"Otra (027)",346,68,57,69,60,45,47
"Ninguna (028)",154,18,34,45,28,13,16
"Mujeres (030)",7943,1104,1279,1731,1480,961,1388
"Católica (031)",7127,968,1122,1547,1325,870,1295
"Cristiana/Evangélica (032)",339,55,52,78,63,42,49
"Otra (033)",386,63,80,80,79,42,42
"Ninguna (034)",91,18,25,26,13,7,2
,,,,,,,
"RURAL (036)",12756,1599,2018,2464,2281,1699,2695
"Católica (037)",11461,1427,1811,2231,2072,1522,2398
"Cristiana/Evangélica (038)",595,75,76,94,92,85,173
"Otra (039)",599,78,118,116,93,84,110
"Ninguna (040)",101,19,13,23,24,8,14
"Hombres (042)",7061,816,1127,1443,1286,959,1430
"Católica (043)",6362,731,1011,1315,1172,859,1274
"Cristiana/Evangélica (044)",312,41,44,46,50,49,82
"Otra (045)",315,32,61,64,47,45,66
"Ninguna (046)",72,12,11,18,17,6,8
"Mujeres (048)",5695,783,891,1021,995,740,1265
"Católica (049)",5099,696,800,916,900,663,1124
"Cristiana/Evangélica (050)",283,34,32,48,42,36,91
"Otra (051)",284,46,57,52,46,39,44
"Ninguna (052)",29,7,2,5,7,2,6
