"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ACOMAYO (000)",7633,683,1069,4047,195,1555,84
"Sin nivel (001)",1139,13,88,651,36,337,14
"Educación inicial (002)",13,,4,7,1,1,
"Primaria (003)",3407,43,470,2021,95,737,41
"Secundaria (004)",2172,127,421,1115,54,428,27
"Superior no univ. incompleta (005)",162,37,31,72,3,17,2
"Superior no univ. completa (006)",421,252,34,106,3,26,
"Superior univ. incompleta (007)",77,36,9,30,,2,
"Superior univ. completa (008)",242,175,12,45,3,7,
"Hombres (010)",5093,415,897,3017,141,599,24
"Sin nivel (011)",367,3,35,275,11,40,3
"Educación inicial (012)",5,,,3,1,1,
"Primaria (013)",2397,19,395,1639,74,259,11
"Secundaria (014)",1683,76,386,904,48,261,8
"Superior no univ. incompleta (015)",131,25,30,58,3,13,2
"Superior no univ. completa (016)",291,156,31,83,2,19,
"Superior univ. incompleta (017)",60,26,8,24,,2,
"Superior univ. completa (018)",159,110,12,31,2,4,
"Mujeres (020)",2540,268,172,1030,54,956,60
"Sin nivel (021)",772,10,53,376,25,297,11
"Educación inicial (022)",8,,4,4,,,
"Primaria (023)",1010,24,75,382,21,478,30
"Secundaria (024)",489,51,35,211,6,167,19
"Superior no univ. incompleta (025)",31,12,1,14,,4,
"Superior no univ. completa (026)",130,96,3,23,1,7,
"Superior univ. incompleta (027)",17,10,1,6,,,
"Superior univ. completa (028)",83,65,,14,1,3,
,,,,,,,
"URBANA (030)",4486,564,633,2243,102,891,53
"Sin nivel (031)",628,10,51,350,19,190,8
"Educación inicial (032)",8,,3,4,,1,
"Primaria (033)",1812,31,241,1056,45,410,29
"Secundaria (034)",1319,95,278,651,31,250,14
"Superior no univ. incompleta (035)",111,28,22,47,2,10,2
"Superior no univ. completa (036)",348,217,26,80,3,22,
"Superior univ. incompleta (037)",63,32,5,24,,2,
"Superior univ. completa (038)",197,151,7,31,2,6,
"Hombres (040)",2826,343,505,1546,67,350,15
"Sin nivel (041)",153,2,16,110,3,21,1
"Educación inicial (042)",2,,,1,,1,
"Primaria (043)",1192,16,183,805,33,148,7
"Secundaria (044)",987,62,251,492,26,151,5
"Superior no univ. incompleta (045)",86,18,21,36,2,7,2
"Superior no univ. completa (046)",234,131,23,61,2,17,
"Superior univ. incompleta (047)",49,23,4,20,,2,
"Superior univ. completa (048)",123,91,7,21,1,3,
"Mujeres (050)",1660,221,128,697,35,541,38
"Sin nivel (051)",475,8,35,240,16,169,7
"Educación inicial (052)",6,,3,3,,,
"Primaria (053)",620,15,58,251,12,262,22
"Secundaria (054)",332,33,27,159,5,99,9
"Superior no univ. incompleta (055)",25,10,1,11,,3,
"Superior no univ. completa (056)",114,86,3,19,1,5,
"Superior univ. incompleta (057)",14,9,1,4,,,
"Superior univ. completa (058)",74,60,,10,1,3,
,,,,,,,
"RURAL (060)",3147,119,436,1804,93,664,31
"Sin nivel (061)",511,3,37,301,17,147,6
"Educación inicial (062)",5,,1,3,1,,
"Primaria (063)",1595,12,229,965,50,327,12
"Secundaria (064)",853,32,143,464,23,178,13
"Superior no univ. incompleta (065)",51,9,9,25,1,7,
"Superior no univ. completa (066)",73,35,8,26,,4,
"Superior univ. incompleta (067)",14,4,4,6,,,
"Superior univ. completa (068)",45,24,5,14,1,1,
"Hombres (070)",2267,72,392,1471,74,249,9
"Sin nivel (071)",214,1,19,165,8,19,2
"Educación inicial (072)",3,,,2,1,,
"Primaria (073)",1205,3,212,834,41,111,4
"Secundaria (074)",696,14,135,412,22,110,3
"Superior no univ. incompleta (075)",45,7,9,22,1,6,
"Superior no univ. completa (076)",57,25,8,22,,2,
"Superior univ. incompleta (077)",11,3,4,4,,,
"Superior univ. completa (078)",36,19,5,10,1,1,
"Mujeres (080)",880,47,44,333,19,415,22
"Sin nivel (081)",297,2,18,136,9,128,4
"Educación inicial (082)",2,,1,1,,,
"Primaria (083)",390,9,17,131,9,216,8
"Secundaria (084)",157,18,8,52,1,68,10
"Superior no univ. incompleta (085)",6,2,,3,,1,
"Superior no univ. completa (086)",16,10,,4,,2,
"Superior univ. incompleta (087)",3,1,,2,,,
"Superior univ. completa (088)",9,5,,4,,,
