"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia HUACAYBAMBA",,,,,,
"Viviendas particulares (001)",4433,4389,41,3,,
"Ocupantes presentes (002)",20321,19943,345,33,,
"Casa independiente",,,,,,
"Viviendas particulares (004)",4373,4330,40,3,,
"Ocupantes presentes (005)",20130,19760,337,33,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",2,2,,,,
"Ocupantes presentes (011)",10,10,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",56,55,1,,,
"Ocupantes presentes (017)",171,163,8,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",2,2,,,,
"Ocupantes presentes (023)",10,10,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",852,836,14,2,,
"Ocupantes presentes (029)",3617,3465,130,22,,
"Casa independiente",,,,,,
"Viviendas particulares (031)",849,833,14,2,,
"Ocupantes presentes (032)",3602,3450,130,22,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",2,2,,,,
"Ocupantes presentes (038)",10,10,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",1,1,,,,
"Ocupantes presentes (050)",5,5,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",3581,3553,27,1,,
"Ocupantes presentes (056)",16704,16478,215,11,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",3524,3497,26,1,,
"Ocupantes presentes (059)",16528,16310,207,11,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",56,55,1,,,
"Ocupantes presentes (071)",171,163,8,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",1,1,,,,
"Ocupantes presentes (077)",5,5,,,,
"Otro tipo",,,,,,
