"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia TAMBOPATA",,,,,,,,,
"Hogares (001)",19922,983,439,306,252,151,111,133,17547
"Ocupantes presentes (002)",74893,3342,1389,953,932,637,473,729,66438
"Casa independiente",,,,,,,,,
"Hogares (004)",15782,800,351,243,197,128,96,97,13870
"Ocupantes presentes (005)",62348,2918,1159,766,726,530,403,585,55261
"Departamento en edificio",,,,,,,,,
"Hogares (007)",169,9,6,4,1,2,1,5,141
"Ocupantes presentes (008)",502,34,17,12,3,10,3,21,402
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",877,62,20,18,11,1,6,8,751
"Ocupantes presentes (011)",2443,118,48,59,36,5,24,30,2123
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",1896,78,45,31,27,10,4,16,1685
"Ocupantes presentes (014)",5368,189,114,88,99,44,17,56,4761
"Choza o cabaña",,,,,,,,,
"Hogares (016)",929,21,10,4,8,5,3,3,875
"Ocupantes presentes (017)",3329,50,38,13,38,27,18,21,3124
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",171,6,2,3,4,3,1,3,149
"Ocupantes presentes (020)",649,19,2,8,18,13,8,13,568
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",70,3,3,3,2,1,,,58
"Ocupantes presentes (023)",179,3,5,7,5,5,,,154
"Otro tipo",,,,,,,,,
"Hogares (025)",28,4,2,,2,1,,1,18
"Ocupantes presentes (026)",75,11,6,,7,3,,3,45
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",16624,896,400,282,228,134,92,121,14471
"Ocupantes presentes (029)",62582,3109,1265,878,834,558,379,649,54910
"Casa independiente",,,,,,,,,
"Hogares (031)",13437,736,324,223,182,117,80,89,11686
"Ocupantes presentes (032)",53425,2740,1079,704,670,481,327,529,46895
"Departamento en edificio",,,,,,,,,
"Hogares (034)",169,9,6,4,1,2,1,5,141
"Ocupantes presentes (035)",502,34,17,12,3,10,3,21,402
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",877,62,20,18,11,1,6,8,751
"Ocupantes presentes (038)",2443,118,48,59,36,5,24,30,2123
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",1896,78,45,31,27,10,4,16,1685
"Ocupantes presentes (041)",5368,189,114,88,99,44,17,56,4761
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",171,6,2,3,4,3,1,3,149
"Ocupantes presentes (047)",649,19,2,8,18,13,8,13,568
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",64,3,3,3,2,1,,,52
"Ocupantes presentes (050)",165,3,5,7,5,5,,,140
"Otro tipo",,,,,,,,,
"Hogares (052)",10,2,,,1,,,,7
"Ocupantes presentes (053)",30,6,,,3,,,,21
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",3298,87,39,24,24,17,19,12,3076
"Ocupantes presentes (056)",12311,233,124,75,98,79,94,80,11528
"Casa independiente",,,,,,,,,
"Hogares (058)",2345,64,27,20,15,11,16,8,2184
"Ocupantes presentes (059)",8923,178,80,62,56,49,76,56,8366
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",929,21,10,4,8,5,3,3,875
"Ocupantes presentes (071)",3329,50,38,13,38,27,18,21,3124
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",6,,,,,,,,6
"Ocupantes presentes (077)",14,,,,,,,,14
"Otro tipo",,,,,,,,,
"Hogares (079)",18,2,2,,1,1,,1,11
"Ocupantes presentes (080)",45,5,6,,4,3,,3,24
