"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia JORGE BASADRE",,,
"Viviendas particulares (001)",2075,2010,65
"Ocupantes presentes (002)",6197,5998,199
"Casa independiente",,,
"Viviendas particulares (004)",1099,1049,50
"Ocupantes presentes (005)",3992,3830,162
"Departamento en edificio",,,
"Viviendas particulares (007)",745,739,6
"Ocupantes presentes (008)",1662,1648,14
"Vivienda en quinta",,,
"Viviendas particulares (010)",25,25,
"Ocupantes presentes (011)",51,51,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",138,138,
"Ocupantes presentes (014)",301,301,
"Choza o cabaña",,,
"Viviendas particulares (016)",40,31,9
"Ocupantes presentes (017)",95,72,23
"Vivienda improvisada",,,
"Viviendas particulares (019)",15,15,
"Ocupantes presentes (020)",59,59,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",13,13,
"Ocupantes presentes (023)",37,37,
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",1682,1664,18
"Ocupantes presentes (029)",4979,4930,49
"Casa independiente",,,
"Viviendas particulares (031)",751,739,12
"Ocupantes presentes (032)",2883,2848,35
"Departamento en edificio",,,
"Viviendas particulares (034)",745,739,6
"Ocupantes presentes (035)",1662,1648,14
"Vivienda en quinta",,,
"Viviendas particulares (037)",25,25,
"Ocupantes presentes (038)",51,51,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",138,138,
"Ocupantes presentes (041)",301,301,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",15,15,
"Ocupantes presentes (047)",59,59,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",8,8,
"Ocupantes presentes (050)",23,23,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",393,346,47
"Ocupantes presentes (056)",1218,1068,150
"Casa independiente",,,
"Viviendas particulares (058)",348,310,38
"Ocupantes presentes (059)",1109,982,127
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",40,31,9
"Ocupantes presentes (071)",95,72,23
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",5,5,
"Ocupantes presentes (077)",14,14,
"Otro tipo",,,
