"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SAN PABLO (000)",6208,5981,26,1245,1137,885,1229,835,472,152,227,22567
"De 12 a 14 años (001)",7,2,,2,,,,,,,5,2
"De 15 a 19 años (002)",241,222,2,194,23,1,2,,,,19,251
"De 20 a 24 años (003)",640,573,5,345,169,43,11,,,,67,856
"De 25 a 29 años (004)",716,661,3,246,243,122,45,2,,,55,1300
"De 30 a 34 años (005)",688,666,,149,214,153,128,22,,,22,1728
"De 35 a 39 años (006)",762,740,1,86,195,183,185,75,14,1,22,2432
"De 40 a 44 años (007)",607,592,1,65,90,104,196,94,36,6,15,2384
"De 45 a 49 años (008)",513,505,2,26,61,75,168,105,48,20,8,2409
"De 50 y más años (009)",2034,2020,12,132,142,204,494,537,374,125,14,11205
"PEA (010)",1038,970,8,256,213,158,187,87,46,15,68,3087
"De 15 a 19 años (012)",16,15,,13,2,,,,,,1,17
"De 20 a 24 años (013)",102,81,2,56,14,7,2,,,,21,113
"De 25 a 29 años (014)",134,117,,54,40,13,10,,,,17,216
"De 30 a 34 años (015)",139,129,,40,39,27,20,3,,,10,305
"De 35 a 39 años (016)",172,168,1,33,44,45,35,7,3,,4,476
"De 40 a 44 años (017)",144,136,,22,35,24,34,16,4,1,8,459
"De 45 a 49 años (018)",111,107,1,5,20,19,35,15,11,1,4,456
"De 50 y más años (019)",220,217,4,33,19,23,51,46,28,13,3,1045
"Ocupada (020)",990,937,8,238,207,154,184,86,45,15,53,3018
"De 15 a 19 años (022)",16,15,,13,2,,,,,,1,17
"De 20 a 24 años (023)",87,74,2,50,14,6,2,,,,13,104
"De 25 a 29 años (024)",123,110,,49,39,12,10,,,,13,206
