"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia BOLIVAR (000)",122,38,84
"Sin nivel (001)",13,5,8
"Primaria (003)",51,12,39
"Secundaria (004)",38,14,24
"Superior no univ. incompleta (005)",5,2,3
"Superior no univ. completa (006)",12,4,8
"Superior univ. incompleta (007)",2,,2
"Superior univ. completa (008)",1,1,
"De 14 a 29 años (010)",65,30,35
"Sin nivel (011)",5,4,1
"Primaria (013)",24,8,16
"Secundaria (014)",27,13,14
"Superior no univ. incompleta (015)",3,2,1
"Superior no univ. completa (016)",5,2,3
"Superior univ. completa (018)",1,1,
"De 30 a 44 años (020)",30,5,25
"Sin nivel (021)",5,1,4
"Primaria (023)",10,1,9
"Secundaria (024)",7,1,6
"Superior no univ. incompleta (025)",2,,2
"Superior no univ. completa (026)",5,2,3
"Superior univ. incompleta (027)",1,,1
"De 45 a 64 años (030)",22,3,19
"Sin nivel (031)",3,,3
"Primaria (033)",13,3,10
"Secundaria (034)",3,,3
"Superior no univ. completa (036)",2,,2
"Superior univ. incompleta (037)",1,,1
"De 65 y más años (040)",5,,5
"Primaria (043)",4,,4
"Secundaria (044)",1,,1
,,,
"AREA URBANA (050)",68,18,50
"Sin nivel (051)",2,1,1
"Primaria (053)",21,3,18
"Secundaria (054)",28,8,20
"Superior no univ. incompleta (055)",4,2,2
"Superior no univ. completa (056)",10,3,7
"Superior univ. incompleta (057)",2,,2
"Superior univ. completa (058)",1,1,
"De 14 a 29 años (060)",37,14,23
"Sin nivel (061)",1,1,
"Primaria (063)",10,2,8
"Secundaria (064)",19,7,12
"Superior no univ. incompleta (065)",2,2,
"Superior no univ. completa (066)",4,1,3
"Superior univ. completa (068)",1,1,
"De 30 a 44 años (070)",16,3,13
"Primaria (073)",3,,3
"Secundaria (074)",5,1,4
"Superior no univ. incompleta (075)",2,,2
"Superior no univ. completa (076)",5,2,3
"Superior univ. incompleta (077)",1,,1
"De 45 a 64 años (080)",11,1,10
"Sin nivel (081)",1,,1
"Primaria (083)",5,1,4
"Secundaria (084)",3,,3
"Superior no univ. completa (086)",1,,1
"Superior univ. incompleta (087)",1,,1
"De 65 y más años (090)",4,,4
"Primaria (093)",3,,3
"Secundaria (094)",1,,1
,,,
"AREA RURAL (100)",54,20,34
"Sin nivel (101)",11,4,7
"Primaria (103)",30,9,21
"Secundaria (104)",10,6,4
"Superior no univ. incompleta (105)",1,,1
"Superior no univ. completa (106)",2,1,1
"De 14 a 29 años (110)",28,16,12
"Sin nivel (111)",4,3,1
"Primaria (113)",14,6,8
"Secundaria (114)",8,6,2
"Superior no univ. incompleta (115)",1,,1
"Superior no univ. completa (116)",1,1,
"De 30 a 44 años (120)",14,2,12
"Sin nivel (121)",5,1,4
"Primaria (123)",7,1,6
"Secundaria (124)",2,,2
"De 45 a 64 años (130)",11,2,9
"Sin nivel (131)",2,,2
"Primaria (133)",8,2,6
"Superior no univ. completa (136)",1,,1
"De 65 y más años (140)",1,,1
"Primaria (143)",1,,1
