"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia EL DORADO (000)",18343,17467,876
"Hombres (001)",9988,9590,398
"Mujeres (002)",8355,7877,478
"De 18 a 29 años (003)",6688,6221,467
"Hombres (004)",3574,3307,267
"Mujeres (005)",3114,2914,200
"De 30 a 44 años (006)",6211,6102,109
"Hombres (007)",3453,3408,45
"Mujeres (008)",2758,2694,64
"De 45 a 64 años (009)",4055,3926,129
"Hombres (010)",2237,2196,41
"Mujeres (011)",1818,1730,88
"De 65 y más años (012)",1389,1218,171
"Hombres (013)",724,679,45
"Mujeres (014)",665,539,126
,,,
"URBANA (015)",7504,7294,210
"Hombres (016)",3950,3864,86
"Mujeres (017)",3554,3430,124
"De 18 a 29 años (018)",2435,2322,113
"Hombres (019)",1255,1193,62
"Mujeres (020)",1180,1129,51
"De 30 a 44 años (021)",2631,2617,14
"Hombres (022)",1389,1384,5
"Mujeres (023)",1242,1233,9
"De 45 a 64 años (024)",1797,1775,22
"Hombres (025)",992,984,8
"Mujeres (026)",805,791,14
"De 65 y más años (027)",641,580,61
"Hombres (028)",314,303,11
"Mujeres (029)",327,277,50
,,,
"RURAL (030)",10839,10173,666
"Hombres (031)",6038,5726,312
"Mujeres (032)",4801,4447,354
"De 18 a 29 años (033)",4253,3899,354
"Hombres (034)",2319,2114,205
"Mujeres (035)",1934,1785,149
"De 30 a 44 años (036)",3580,3485,95
"Hombres (037)",2064,2024,40
"Mujeres (038)",1516,1461,55
"De 45 a 64 años (039)",2258,2151,107
"Hombres (040)",1245,1212,33
"Mujeres (041)",1013,939,74
"De 65 y más años (042)",748,638,110
"Hombres (043)",410,376,34
"Mujeres (044)",338,262,76
