"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SAN ROMAN (000)",240776,15075,30664,6851,188482
"Menos de 1 año (001)",4074,1302,467,123,2185
"De 1 a 14 años (002)",71790,9634,9258,1766,51204
"De 15 a 29 años (003)",74137,2266,4793,2060,65063
"De 30 a 44 años (004)",50383,1001,8338,1667,39480
"De 45 a 64 años (005)",31129,633,6147,968,23443
"De 65 y mas años (006)",9263,239,1661,267,7107
"Hombres (008)",118151,7188,15044,4204,91898
"Menos de 1 año (009)",2074,673,235,68,1100
"De 1 a 14 años (010)",36453,4917,4604,914,26052
"De 15 a 29 años (011)",36248,805,2189,1388,31890
"De 30 a 44 años (012)",23666,351,3814,1027,18541
"De 45 a 64 años (013)",15368,321,3236,651,11210
"De 65 y mas años (014)",4342,121,966,156,3105
"Mujeres (016)",122625,7887,15620,2647,96584
"Menos de 1 año (017)",2000,629,232,55,1085
"De 1 a 14 años (018)",35337,4717,4654,852,25152
"De 15 a 29 años (019)",37889,1461,2604,672,33173
"De 30 a 44 años (020)",26717,650,4524,640,20939
"De 45 a 64 años (021)",15761,312,2911,317,12233
"De 65 y mas años (022)",4921,118,695,111,4002
,,,,,
"URBANA (024)",220610,12193,29672,6335,172678
"Menos de 1 año (025)",3724,1136,451,112,2028
"De 1 a 14 años (026)",65485,7425,9064,1597,47460
"De 15 a 29 años (027)",69344,1939,4659,1945,60844
"De 30 a 44 años (028)",47217,944,8174,1577,36615
"De 45 a 64 años (029)",27751,574,5938,893,20404
"De 65 y mas años (030)",7089,175,1386,211,5327
"Hombres (032)",108505,5806,14513,3914,84445
"Menos de 1 año (033)",1884,589,225,64,1008
"De 1 a 14 años (034)",33249,3811,4502,825,24141
"De 15 a 29 años (035)",33922,678,2120,1323,29825
"De 30 a 44 años (036)",22234,337,3729,974,17257
"De 45 a 64 años (037)",13860,296,3126,603,9883
"De 65 y mas años (038)",3356,95,811,125,2331
"Mujeres (040)",112105,6387,15159,2421,88233
"Menos de 1 año (041)",1840,547,226,48,1020
"De 1 a 14 años (042)",32236,3614,4562,772,23319
"De 15 a 29 años (043)",35422,1261,2539,622,31019
"De 30 a 44 años (044)",24983,607,4445,603,19358
"De 45 a 64 años (045)",13891,278,2812,290,10521
"De 65 y mas años (046)",3733,80,575,86,2996
,,,,,
"RURAL (048)",20166,2882,992,516,15804
"Menos de 1 año (049)",350,166,16,11,157
"De 1 a 14 años (050)",6305,2209,194,169,3744
"De 15 a 29 años (051)",4793,327,134,115,4219
"De 30 a 44 años (052)",3166,57,164,90,2865
"De 45 a 64 años (053)",3378,59,209,75,3039
"De 65 y mas años (054)",2174,64,275,56,1780
"Hombres (056)",9646,1382,531,290,7453
"Menos de 1 año (057)",190,84,10,4,92
"De 1 a 14 años (058)",3204,1106,102,89,1911
"De 15 a 29 años (059)",2326,127,69,65,2065
"De 30 a 44 años (060)",1432,14,85,53,1284
"De 45 a 64 años (061)",1508,25,110,48,1327
"De 65 y mas años (062)",986,26,155,31,774
"Mujeres (064)",10520,1500,461,226,8351
"Menos de 1 año (065)",160,82,6,7,65
"De 1 a 14 años (066)",3101,1103,92,80,1833
"De 15 a 29 años (067)",2467,200,65,50,2154
"De 30 a 44 años (068)",1734,43,79,37,1581
"De 45 a 64 años (069)",1870,34,99,27,1712
"De 65 y mas años (070)",1188,38,120,25,1006
