"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia CHICLAYO",,,,
"Viviendas particulares (001)",128889,112730,8382,7777
"Ocupantes presentes (002)",599467,533474,32510,33483
"Casa independiente",,,,
"Viviendas particulares (004)",118229,104632,5963,7634
"Ocupantes presentes (005)",561462,503546,24968,32948
"Departamento en edificio",,,,
"Viviendas particulares (007)",6768,5570,1198,
"Ocupantes presentes (008)",23735,20081,3654,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",1762,1286,476,
"Ocupantes presentes (011)",6532,5022,1510,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",1834,1077,718,39
"Ocupantes presentes (014)",6762,4299,2293,170
"Choza o cabaña",,,,
"Viviendas particulares (016)",12,,,12
"Ocupantes presentes (017)",51,,,51
"Vivienda improvisada",,,,
"Viviendas particulares (019)",123,28,10,85
"Ocupantes presentes (020)",458,122,46,290
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",161,137,17,7
"Ocupantes presentes (023)",467,404,39,24
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",123360,109536,7526,6298
"Ocupantes presentes (029)",574970,518797,29027,27146
"Casa independiente",,,,
"Viviendas particulares (031)",112963,101628,5162,6173
"Ocupantes presentes (032)",537966,489617,21670,26679
"Departamento en edificio",,,,
"Viviendas particulares (034)",6637,5457,1180,
"Ocupantes presentes (035)",23211,19629,3582,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",1708,1250,458,
"Ocupantes presentes (038)",6327,4877,1450,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",1777,1039,703,35
"Ocupantes presentes (041)",6550,4152,2250,148
"Choza o cabaña",,,,
"Viviendas particulares (043)",7,,,7
"Ocupantes presentes (044)",33,,,33
"Vivienda improvisada",,,,
"Viviendas particulares (046)",111,26,9,76
"Ocupantes presentes (047)",423,119,42,262
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",157,136,14,7
"Ocupantes presentes (050)",460,403,33,24
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",5529,3194,856,1479
"Ocupantes presentes (056)",24497,14677,3483,6337
"Casa independiente",,,,
"Viviendas particulares (058)",5266,3004,801,1461
"Ocupantes presentes (059)",23496,13929,3298,6269
"Departamento en edificio",,,,
"Viviendas particulares (061)",131,113,18,
"Ocupantes presentes (062)",524,452,72,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",54,36,18,
"Ocupantes presentes (065)",205,145,60,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",57,38,15,4
"Ocupantes presentes (068)",212,147,43,22
"Choza o cabaña",,,,
"Viviendas particulares (070)",5,,,5
"Ocupantes presentes (071)",18,,,18
"Vivienda improvisada",,,,
"Viviendas particulares (073)",12,2,1,9
"Ocupantes presentes (074)",35,3,4,28
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",4,1,3,
"Ocupantes presentes (077)",7,1,6,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",126647,111308,8047,7292
"Ocupantes presentes (110)",589778,527313,31137,31328
"Casa independiente",,,,
"Viviendas particulares (112)",116001,103211,5628,7162
"Ocupantes presentes (113)",551838,497396,23595,30847
"Departamento en edificio",,,,
"Viviendas particulares (115)",6768,5570,1198,
"Ocupantes presentes (116)",23735,20081,3654,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",1762,1286,476,
"Ocupantes presentes (119)",6532,5022,1510,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",1834,1077,718,39
"Ocupantes presentes (122)",6762,4299,2293,170
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",123,28,10,85
"Ocupantes presentes (128)",458,122,46,290
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",159,136,17,6
"Ocupantes presentes (131)",453,393,39,21
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",121555,108355,7329,5871
"Ocupantes presentes (137)",567035,513594,28185,25256
"Casa independiente",,,,
"Viviendas particulares (139)",111167,100448,4965,5754
"Ocupantes presentes (140)",530078,484425,20828,24825
"Departamento en edificio",,,,
"Viviendas particulares (142)",6637,5457,1180,
"Ocupantes presentes (143)",23211,19629,3582,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",1708,1250,458,
"Ocupantes presentes (146)",6327,4877,1450,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",1777,1039,703,35
"Ocupantes presentes (149)",6550,4152,2250,148
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",111,26,9,76
"Ocupantes presentes (155)",423,119,42,262
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",155,135,14,6
"Ocupantes presentes (158)",446,392,33,21
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",5092,2953,718,1421
"Ocupantes presentes (164)",22743,13719,2952,6072
"Casa independiente",,,,
"Viviendas particulares (166)",4834,2763,663,1408
"Ocupantes presentes (167)",21760,12971,2767,6022
"Departamento en edificio",,,,
"Viviendas particulares (169)",131,113,18,
"Ocupantes presentes (170)",524,452,72,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",54,36,18,
"Ocupantes presentes (173)",205,145,60,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",57,38,15,4
"Ocupantes presentes (176)",212,147,43,22
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",12,2,1,9
"Ocupantes presentes (182)",35,3,4,28
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",4,1,3,
"Ocupantes presentes (185)",7,1,6,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",2242,1422,335,485
"Ocupantes presentes (218)",9689,6161,1373,2155
"Casa independiente",,,,
"Viviendas particulares (220)",2228,1421,335,472
"Ocupantes presentes (221)",9624,6150,1373,2101
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",12,,,12
"Ocupantes presentes (233)",51,,,51
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",2,1,,1
"Ocupantes presentes (239)",14,11,,3
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",1805,1181,197,427
"Ocupantes presentes (245)",7935,5203,842,1890
"Casa independiente",,,,
"Viviendas particulares (247)",1796,1180,197,419
"Ocupantes presentes (248)",7888,5192,842,1854
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",7,,,7
"Ocupantes presentes (260)",33,,,33
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",2,1,,1
"Ocupantes presentes (266)",14,11,,3
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",437,241,138,58
"Ocupantes presentes (272)",1754,958,531,265
"Casa independiente",,,,
"Viviendas particulares (274)",432,241,138,53
"Ocupantes presentes (275)",1736,958,531,247
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",5,,,5
"Ocupantes presentes (287)",18,,,18
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
