"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia CAYLLOMA (000)",26880,26063,7397,3719,3997,3015,3765,2168,2002,817
"Católica (001)",22124,21436,6088,3150,3374,2481,3064,1717,1562,688
"Cristiana/Evangélica (002)",3028,2960,759,353,380,320,492,329,327,68
"Otra (003)",1243,1205,373,153,163,168,161,90,97,38
"Ninguna (004)",485,462,177,63,80,46,48,32,16,23
,,,,,,,,,,
"URBANA (006)",18327,17772,5375,2605,2742,2059,2470,1371,1150,555
"Católica (007)",14933,14471,4376,2187,2294,1655,1992,1080,887,462
"Cristiana/Evangélica (008)",2063,2017,552,243,264,234,332,201,191,46
"Otra (009)",963,935,313,123,125,136,115,64,59,28
"Ninguna (010)",368,349,134,52,59,34,31,26,13,19
,,,,,,,,,,
"RURAL (012)",8553,8291,2022,1114,1255,956,1295,797,852,262
"Católica (013)",7191,6965,1712,963,1080,826,1072,637,675,226
"Cristiana/Evangélica (014)",965,943,207,110,116,86,160,128,136,22
"Otra (015)",280,270,60,30,38,32,46,26,38,10
"Ninguna (016)",117,113,43,11,21,12,17,6,3,4
