"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia VIRU",,,,,
"Viviendas particulares (001)",2863,369,602,1324,568
"Ocupantes presentes (002)",13756,1442,3175,6462,2677
"Casa independiente",,,,,
"Viviendas particulares (004)",2778,331,588,1301,558
"Ocupantes presentes (005)",13427,1357,3086,6351,2633
"Departamento en edificio",,,,,
"Viviendas particulares (007)",5,1,,3,1
"Ocupantes presentes (008)",24,8,,12,4
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",26,5,11,7,3
"Ocupantes presentes (011)",130,10,70,43,7
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",26,8,2,11,5
"Ocupantes presentes (014)",118,32,16,42,28
"Choza o cabaña",,,,,
"Viviendas particulares (016)",1,,,1,
"Ocupantes presentes (017)",10,,,10,
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",3,1,1,,1
"Ocupantes presentes (020)",13,5,3,,5
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",1,,,1,
"Ocupantes presentes (023)",4,,,4,
"Otro tipo",,,,,
"Viviendas particulares (025)",23,23,,,
"Ocupantes presentes (026)",30,30,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",2600,346,575,1130,549
"Ocupantes presentes (029)",12585,1358,3077,5551,2599
"Casa independiente",,,,,
"Viviendas particulares (031)",2516,308,561,1108,539
"Ocupantes presentes (032)",12266,1273,2988,5450,2555
"Departamento en edificio",,,,,
"Viviendas particulares (034)",5,1,,3,1
"Ocupantes presentes (035)",24,8,,12,4
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",26,5,11,7,3
"Ocupantes presentes (038)",130,10,70,43,7
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",26,8,2,11,5
"Ocupantes presentes (041)",118,32,16,42,28
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",3,1,1,,1
"Ocupantes presentes (047)",13,5,3,,5
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",1,,,1,
"Ocupantes presentes (050)",4,,,4,
"Otro tipo",,,,,
"Viviendas particulares (052)",23,23,,,
"Ocupantes presentes (053)",30,30,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",263,23,27,194,19
"Ocupantes presentes (056)",1171,84,98,911,78
"Casa independiente",,,,,
"Viviendas particulares (058)",262,23,27,193,19
"Ocupantes presentes (059)",1161,84,98,901,78
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",1,,,1,
"Ocupantes presentes (071)",10,,,10,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
