"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",52872,1842,20809,14533,8403,5603,1682
"Jefe o Jefa (001)",10087,,28,2152,3913,3116,878
"Esposa(o) / compañera(o) (002)",7856,,23,2748,3018,1760,307
"Hijo(a) / hijastro(a) (003)",25062,1254,16631,6531,588,58,
"Yerno / nuera (004)",1059,,15,840,180,24,
"Nieto(a) (005)",2990,390,2356,234,10,,
"Padres / suegros (006)",636,,,,35,256,345
"Otro(a) pariente (007)",4137,179,1620,1507,446,266,119
"Trabajador(a) del hogar (008)",95,,9,63,15,5,3
"Pensionistas (009)",73,,1,43,17,11,1
"Otro(a) no pariente (010)",877,19,126,415,181,107,29
"Hombres (011)",28038,916,10710,7606,4603,3229,974
"Jefe o Jefa (012)",8737,,13,1812,3468,2715,729
"Esposa(o) / compañera(o) (013)",291,,7,87,111,68,18
"Hijo(a) / hijastro(a) (014)",13479,636,8519,3900,388,36,
"Yerno / nuera (015)",534,,3,376,133,22,
"Nieto(a) (016)",1576,183,1243,141,9,,
"Padres / suegros (017)",276,,,,20,115,141
"Otro(a) pariente (018)",2433,85,860,944,311,172,61
"Trabajador(a) del hogar (019)",40,,2,23,10,3,2
"Pensionistas (020)",55,,,32,13,9,1
"Otro(a) no pariente (021)",617,12,63,291,140,89,22
"Mujeres (022)",24834,926,10099,6927,3800,2374,708
"Jefe o Jefa (023)",1350,,15,340,445,401,149
"Esposa(o) / compañera(o) (024)",7565,,16,2661,2907,1692,289
"Hijo(a) / hijastro(a) (025)",11583,618,8112,2631,200,22,
"Yerno / nuera (026)",525,,12,464,47,2,
"Nieto(a) (027)",1414,207,1113,93,1,,
"Padres / suegros (028)",360,,,,15,141,204
"Otro(a) pariente (029)",1704,94,760,563,135,94,58
"Trabajador(a) del hogar (030)",55,,7,40,5,2,1
"Pensionistas (031)",18,,1,11,4,2,
"Otro(a) no pariente (032)",260,7,63,124,41,18,7
,,,,,,,
"URBANA (033)",15007,477,5622,4203,2678,1592,435
"Jefe o Jefa (034)",2908,,7,480,1235,949,237
"Esposa(o) / compañera(o) (035)",2073,,9,602,951,447,64
"Hijo(a) / hijastro(a) (036)",6787,284,4248,2040,201,14,
"Yerno / nuera (037)",328,,4,246,69,9,
"Nieto(a) (038)",1064,146,833,82,3,,
"Padres / suegros (039)",158,,,,3,65,90
"Otro(a) pariente (040)",1254,42,449,531,127,68,37
"Trabajador(a) del hogar (041)",65,,8,44,10,2,1
"Pensionistas (042)",53,,1,33,12,6,1
"Otro(a) no pariente (043)",317,5,63,145,67,32,5
"Hombres (044)",7642,213,2823,2086,1363,912,245
"Jefe o Jefa (045)",2271,,3,343,987,755,183
"Esposa(o) / compañera(o) (046)",157,,5,45,54,43,10
"Hijo(a) / hijastro(a) (047)",3537,134,2139,1131,126,7,
"Yerno / nuera (048)",151,,2,94,46,9,
"Nieto(a) (049)",527,58,419,48,2,,
"Padres / suegros (050)",58,,,,3,27,28
"Otro(a) pariente (051)",690,19,226,303,82,41,19
"Trabajador(a) del hogar (052)",25,,2,15,6,2,
"Pensionistas (053)",38,,,23,10,4,1
"Otro(a) no pariente (054)",188,2,27,84,47,24,4
"Mujeres (055)",7365,264,2799,2117,1315,680,190
"Jefe o Jefa (056)",637,,4,137,248,194,54
"Esposa(o) / compañera(o) (057)",1916,,4,557,897,404,54
"Hijo(a) / hijastro(a) (058)",3250,150,2109,909,75,7,
"Yerno / nuera (059)",177,,2,152,23,,
"Nieto(a) (060)",537,88,414,34,1,,
"Padres / suegros (061)",100,,,,,38,62
"Otro(a) pariente (062)",564,23,223,228,45,27,18
"Trabajador(a) del hogar (063)",40,,6,29,4,,1
"Pensionistas (064)",15,,1,10,2,2,
"Otro(a) no pariente (065)",129,3,36,61,20,8,1
,,,,,,,
"RURAL (066)",37865,1365,15187,10330,5725,4011,1247
"Jefe o Jefa (067)",7179,,21,1672,2678,2167,641
"Esposa(o) / compañera(o) (068)",5783,,14,2146,2067,1313,243
"Hijo(a) / hijastro(a) (069)",18275,970,12383,4491,387,44,
"Yerno / nuera (070)",731,,11,594,111,15,
"Nieto(a) (071)",1926,244,1523,152,7,,
"Padres / suegros (072)",478,,,,32,191,255
"Otro(a) pariente (073)",2883,137,1171,976,319,198,82
"Trabajador(a) del hogar (074)",30,,1,19,5,3,2
"Pensionistas (075)",20,,,10,5,5,
"Otro(a) no pariente (076)",560,14,63,270,114,75,24
"Hombres (077)",20396,703,7887,5520,3240,2317,729
"Jefe o Jefa (078)",6466,,10,1469,2481,1960,546
"Esposa(o) / compañera(o) (079)",134,,2,42,57,25,8
"Hijo(a) / hijastro(a) (080)",9942,502,6380,2769,262,29,
"Yerno / nuera (081)",383,,1,282,87,13,
"Nieto(a) (082)",1049,125,824,93,7,,
"Padres / suegros (083)",218,,,,17,88,113
"Otro(a) pariente (084)",1743,66,634,641,229,131,42
"Trabajador(a) del hogar (085)",15,,,8,4,1,2
"Pensionistas (086)",17,,,9,3,5,
"Otro(a) no pariente (087)",429,10,36,207,93,65,18
"Mujeres (088)",17469,662,7300,4810,2485,1694,518
"Jefe o Jefa (089)",713,,11,203,197,207,95
"Esposa(o) / compañera(o) (090)",5649,,12,2104,2010,1288,235
"Hijo(a) / hijastro(a) (091)",8333,468,6003,1722,125,15,
"Yerno / nuera (092)",348,,10,312,24,2,
"Nieto(a) (093)",877,119,699,59,,,
"Padres / suegros (094)",260,,,,15,103,142
"Otro(a) pariente (095)",1140,71,537,335,90,67,40
"Trabajador(a) del hogar (096)",15,,1,11,1,2,
"Pensionistas (097)",3,,,1,2,,
"Otro(a) no pariente (098)",131,4,27,63,21,10,6
