"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia SANTA CRUZ",,,,,,,
"Viviendas particulares (001)",10846,924,313,78,9150,87,294
"Ocupantes presentes (002)",43553,3235,1361,322,37175,308,1152
"Casa independiente",,,,,,,
"Viviendas particulares (004)",10425,889,311,76,8792,80,277
"Ocupantes presentes (005)",41928,3115,1351,315,35766,280,1101
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",5,1,,,3,1,
"Ocupantes presentes (008)",23,1,,,18,4,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",11,9,,,2,,
"Ocupantes presentes (011)",40,33,,,7,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",6,1,,,5,,
"Ocupantes presentes (014)",29,1,,,28,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",390,22,2,2,342,5,17
"Ocupantes presentes (017)",1512,82,10,7,1341,21,51
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",1,,,,1,,
"Ocupantes presentes (020)",1,,,,1,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",7,1,,,5,1,
"Ocupantes presentes (023)",18,1,,,14,3,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",1,1,,,,,
"Ocupantes presentes (026)",2,2,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2277,438,153,22,1607,18,39
"Ocupantes presentes (029)",8890,1502,641,100,6465,55,127
"Casa independiente",,,,,,,
"Viviendas particulares (031)",2248,425,153,22,1592,17,39
"Ocupantes presentes (032)",8781,1464,641,100,6398,51,127
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",5,1,,,3,1,
"Ocupantes presentes (035)",23,1,,,18,4,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",11,9,,,2,,
"Ocupantes presentes (038)",40,33,,,7,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",6,1,,,5,,
"Ocupantes presentes (041)",29,1,,,28,,
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",1,,,,1,,
"Ocupantes presentes (047)",1,,,,1,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",5,1,,,4,,
"Ocupantes presentes (050)",14,1,,,13,,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,1,,,,,
"Ocupantes presentes (053)",2,2,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",8569,486,160,56,7543,69,255
"Ocupantes presentes (056)",34663,1733,720,222,30710,253,1025
"Casa independiente",,,,,,,
"Viviendas particulares (058)",8177,464,158,54,7200,63,238
"Ocupantes presentes (059)",33147,1651,710,215,29368,229,974
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",390,22,2,2,342,5,17
"Ocupantes presentes (071)",1512,82,10,7,1341,21,51
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,,,,1,1,
"Ocupantes presentes (077)",4,,,,1,3,
"Otro tipo",,,,,,,
