"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia AZANGARO (000)",135930,2353,45634,34676,22273,19627,11367
"Jefe o Jefa (001)",38281,,161,5811,11540,12718,8051
"Esposa(o) / compañera(o) (002)",20238,,38,4472,7399,6076,2253
"Hijo(a) / hijastro(a) (003)",64028,1829,38644,20900,2330,318,7
"Yerno / nuera (004)",1421,,10,1044,331,31,5
"Nieto(a) (005)",5207,404,4163,620,19,1,
"Padres / suegros (006)",893,,,2,9,128,754
"Otro(a) pariente (007)",5042,112,2412,1488,501,291,238
"Trabajador(a) del hogar (008)",77,,7,50,7,7,6
"Pensionistas (009)",17,,1,8,4,2,2
"Otro(a) no pariente (010)",726,8,198,281,133,55,51
"Hombres (011)",66109,1156,23248,16897,10336,9192,5280
"Jefe o Jefa (012)",25605,,67,3830,8214,8602,4892
"Esposa(o) / compañera(o) (013)",1053,,27,335,383,223,85
"Hijo(a) / hijastro(a) (014)",33022,903,19693,11085,1176,165,
"Yerno / nuera (015)",680,,6,446,207,19,2
"Nieto(a) (016)",2639,197,2111,319,11,1,
"Padres / suegros (017)",239,,,1,8,30,200
"Otro(a) pariente (018)",2497,52,1235,748,261,116,85
"Trabajador(a) del hogar (019)",19,,2,8,3,3,3
"Pensionistas (020)",9,,1,3,3,1,1
"Otro(a) no pariente (021)",346,4,106,122,70,32,12
"Mujeres (022)",69821,1197,22386,17779,11937,10435,6087
"Jefe o Jefa (023)",12676,,94,1981,3326,4116,3159
"Esposa(o) / compañera(o) (024)",19185,,11,4137,7016,5853,2168
"Hijo(a) / hijastro(a) (025)",31006,926,18951,9815,1154,153,7
"Yerno / nuera (026)",741,,4,598,124,12,3
"Nieto(a) (027)",2568,207,2052,301,8,,
"Padres / suegros (028)",654,,,1,1,98,554
"Otro(a) pariente (029)",2545,60,1177,740,240,175,153
"Trabajador(a) del hogar (030)",58,,5,42,4,4,3
"Pensionistas (031)",8,,,5,1,1,1
"Otro(a) no pariente (032)",380,4,92,159,63,23,39
,,,,,,,
"URBANA (033)",37011,636,12135,10546,6939,4726,2029
"Jefe o Jefa (034)",10633,,110,2160,3743,3213,1407
"Esposa(o) / compañera(o) (035)",4986,,11,1276,2153,1240,306
"Hijo(a) / hijastro(a) (036)",16566,487,9795,5620,579,84,1
"Yerno / nuera (037)",477,,1,328,138,9,1
"Nieto(a) (038)",1425,108,1135,178,4,,
"Padres / suegros (039)",288,,,1,6,49,232
"Otro(a) pariente (040)",2111,36,974,739,212,97,53
"Trabajador(a) del hogar (041)",47,,4,38,3,,2
"Pensionistas (042)",13,,1,6,4,2,
"Otro(a) no pariente (043)",465,5,104,200,97,32,27
"Hombres (044)",18338,309,6213,5185,3224,2458,949
"Jefe o Jefa (045)",6994,,47,1314,2539,2256,838
"Esposa(o) / compañera(o) (046)",372,,8,149,123,72,20
"Hijo(a) / hijastro(a) (047)",8599,240,5008,3008,302,41,
"Yerno / nuera (048)",231,,,137,87,7,
"Nieto(a) (049)",740,50,593,94,3,,
"Padres / suegros (050)",85,,,1,5,14,65
"Otro(a) pariente (051)",1073,16,501,382,111,45,18
"Trabajador(a) del hogar (052)",7,,1,5,,,1
"Pensionistas (053)",7,,1,2,3,1,
"Otro(a) no pariente (054)",230,3,54,93,51,22,7
"Mujeres (055)",18673,327,5922,5361,3715,2268,1080
"Jefe o Jefa (056)",3639,,63,846,1204,957,569
"Esposa(o) / compañera(o) (057)",4614,,3,1127,2030,1168,286
"Hijo(a) / hijastro(a) (058)",7967,247,4787,2612,277,43,1
"Yerno / nuera (059)",246,,1,191,51,2,1
"Nieto(a) (060)",685,58,542,84,1,,
"Padres / suegros (061)",203,,,,1,35,167
"Otro(a) pariente (062)",1038,20,473,357,101,52,35
"Trabajador(a) del hogar (063)",40,,3,33,3,,1
"Pensionistas (064)",6,,,4,1,1,
"Otro(a) no pariente (065)",235,2,50,107,46,10,20
,,,,,,,
"RURAL (066)",98919,1717,33499,24130,15334,14901,9338
"Jefe o Jefa (067)",27648,,51,3651,7797,9505,6644
"Esposa(o) / compañera(o) (068)",15252,,27,3196,5246,4836,1947
"Hijo(a) / hijastro(a) (069)",47462,1342,28849,15280,1751,234,6
"Yerno / nuera (070)",944,,9,716,193,22,4
"Nieto(a) (071)",3782,296,3028,442,15,1,
"Padres / suegros (072)",605,,,1,3,79,522
"Otro(a) pariente (073)",2931,76,1438,749,289,194,185
"Trabajador(a) del hogar (074)",30,,3,12,4,7,4
"Pensionistas (075)",4,,,2,,,2
"Otro(a) no pariente (076)",261,3,94,81,36,23,24
"Hombres (077)",47771,847,17035,11712,7112,6734,4331
"Jefe o Jefa (078)",18611,,20,2516,5675,6346,4054
"Esposa(o) / compañera(o) (079)",681,,19,186,260,151,65
"Hijo(a) / hijastro(a) (080)",24423,663,14685,8077,874,124,
"Yerno / nuera (081)",449,,6,309,120,12,2
"Nieto(a) (082)",1899,147,1518,225,8,1,
"Padres / suegros (083)",154,,,,3,16,135
"Otro(a) pariente (084)",1424,36,734,366,150,71,67
"Trabajador(a) del hogar (085)",12,,1,3,3,3,2
"Pensionistas (086)",2,,,1,,,1
"Otro(a) no pariente (087)",116,1,52,29,19,10,5
"Mujeres (088)",51148,870,16464,12418,8222,8167,5007
"Jefe o Jefa (089)",9037,,31,1135,2122,3159,2590
"Esposa(o) / compañera(o) (090)",14571,,8,3010,4986,4685,1882
"Hijo(a) / hijastro(a) (091)",23039,679,14164,7203,877,110,6
"Yerno / nuera (092)",495,,3,407,73,10,2
"Nieto(a) (093)",1883,149,1510,217,7,,
"Padres / suegros (094)",451,,,1,,63,387
"Otro(a) pariente (095)",1507,40,704,383,139,123,118
