"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TACNA (000)",235441,8396,4064,56744,87474,15583,18907,18564,25709
"Hombres (001)",116291,2035,2055,25945,45901,8242,8919,10109,13085
"Mujeres (002)",119150,6361,2009,30799,41573,7341,9988,8455,12624
"PEA (003)",121305,3582,101,17304,46653,9539,14162,9651,20313
"Hombres (004)",69628,1043,48,8541,29185,5807,7609,6089,11306
"Mujeres (005)",51677,2539,53,8763,17468,3732,6553,3562,9007
"Ocupada (006)",113629,3379,88,16196,43103,8941,13442,9095,19385
"Hombres (007)",64978,954,40,7865,26920,5446,7240,5741,10772
"Mujeres (008)",48651,2425,48,8331,16183,3495,6202,3354,8613
"Desocupada (009)",7676,203,13,1108,3550,598,720,556,928
"Hombres (010)",4650,89,8,676,2265,361,369,348,534
"Mujeres (011)",3026,114,5,432,1285,237,351,208,394
"No PEA (012)",114136,4814,3963,39440,40821,6044,4745,8913,5396
"Hombres (013)",46663,992,2007,17404,16716,2435,1310,4020,1779
"Mujeres (014)",67473,3822,1956,22036,24105,3609,3435,4893,3617
,,,,,,,,,
"URBANA (018)",220302,7076,3810,51902,81764,14703,18163,17926,24958
"Hombres (019)",107880,1638,1926,23416,42460,7687,8454,9706,12593
"Mujeres (020)",112422,5438,1884,28486,39304,7016,9709,8220,12365
"PEA (021)",112458,2821,87,14916,43065,8996,13577,9290,19706
"Hombres (022)",63745,751,39,7034,26639,5406,7199,5812,10865
"Mujeres (023)",48713,2070,48,7882,16426,3590,6378,3478,8841
"Ocupada (024)",105217,2643,76,13904,39719,8426,12892,8751,18806
"Hombres (025)",59401,674,32,6426,24522,5064,6853,5477,10353
"Mujeres (026)",45816,1969,44,7478,15197,3362,6039,3274,8453
"Desocupada (027)",7241,178,11,1012,3346,570,685,539,900
"Hombres (028)",4344,77,7,608,2117,342,346,335,512
"Mujeres (029)",2897,101,4,404,1229,228,339,204,388
"No PEA (030)",107844,4255,3723,36986,38699,5707,4586,8636,5252
"Hombres (031)",44135,887,1887,16382,15821,2281,1255,3894,1728
"Mujeres (032)",63709,3368,1836,20604,22878,3426,3331,4742,3524
,,,,,,,,,
"RURAL (036)",15139,1320,254,4842,5710,880,744,638,751
"Hombres (037)",8411,397,129,2529,3441,555,465,403,492
"Mujeres (038)",6728,923,125,2313,2269,325,279,235,259
"PEA (039)",8847,761,14,2388,3588,543,585,361,607
"Hombres (040)",5883,292,9,1507,2546,401,410,277,441
"Mujeres (041)",2964,469,5,881,1042,142,175,84,166
"Ocupada (042)",8412,736,12,2292,3384,515,550,344,579
"Hombres (043)",5577,280,8,1439,2398,382,387,264,419
"Mujeres (044)",2835,456,4,853,986,133,163,80,160
"Desocupada (045)",435,25,2,96,204,28,35,17,28
"Hombres (046)",306,12,1,68,148,19,23,13,22
"Mujeres (047)",129,13,1,28,56,9,12,4,6
"No PEA (048)",6292,559,240,2454,2122,337,159,277,144
"Hombres (049)",2528,105,120,1022,895,154,55,126,51
"Mujeres (050)",3764,454,120,1432,1227,183,104,151,93
