"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PALPA (000)",12875,3147,2089,349,7307
"Menos de 1 año (001)",244,153,22,2,67
"De 1 a 14 años (002)",3330,2167,388,50,732
"De 15 a 29 años (003)",3381,556,198,91,2537
"De 30 a 44 años (004)",2566,154,359,88,1968
"De 45 a 64 años (005)",2171,83,521,80,1493
"De 65 y mas años (006)",1183,34,601,38,510
"Hombres (008)",6602,1516,1060,189,3847
"Menos de 1 año (009)",126,82,11,2,31
"De 1 a 14 años (010)",1723,1136,197,27,367
"De 15 a 29 años (011)",1717,232,106,47,1332
"De 30 a 44 años (012)",1273,21,168,48,1038
"De 45 a 64 años (013)",1119,26,251,45,801
"De 65 y mas años (014)",644,19,327,20,278
"Mujeres (016)",6273,1631,1029,160,3460
"Menos de 1 año (017)",118,71,11,,36
"De 1 a 14 años (018)",1607,1031,191,23,365
"De 15 a 29 años (019)",1664,324,92,44,1205
"De 30 a 44 años (020)",1293,133,191,40,930
"De 45 a 64 años (021)",1052,57,270,35,692
"De 65 y mas años (022)",539,15,274,18,232
,,,,,
"URBANA (024)",8489,1977,1574,301,4650
"Menos de 1 año (025)",170,99,20,2,49
"De 1 a 14 años (026)",2266,1355,328,47,542
"De 15 a 29 años (027)",2215,337,150,77,1652
"De 30 a 44 años (028)",1703,95,304,71,1236
"De 45 a 64 años (029)",1404,62,393,68,884
"De 65 y mas años (030)",731,29,379,36,287
"Hombres (032)",4246,956,776,161,2362
"Menos de 1 año (033)",83,51,9,2,21
"De 1 a 14 años (034)",1179,715,162,27,279
"De 15 a 29 años (035)",1079,137,75,37,830
"De 30 a 44 años (036)",822,16,140,35,633
"De 45 a 64 años (037)",689,20,185,41,446
"De 65 y mas años (038)",394,17,205,19,153
"Mujeres (040)",4243,1021,798,140,2288
"Menos de 1 año (041)",87,48,11,,28
"De 1 a 14 años (042)",1087,640,166,20,263
"De 15 a 29 años (043)",1136,200,75,40,822
"De 30 a 44 años (044)",881,79,164,36,603
"De 45 a 64 años (045)",715,42,208,27,438
"De 65 y mas años (046)",337,12,174,17,134
,,,,,
"RURAL (048)",4386,1170,515,48,2657
"Menos de 1 año (049)",74,54,2,,18
"De 1 a 14 años (050)",1064,812,60,3,190
"De 15 a 29 años (051)",1166,219,48,14,885
"De 30 a 44 años (052)",863,59,55,17,732
"De 45 a 64 años (053)",767,21,128,12,609
"De 65 y mas años (054)",452,5,222,2,223
"Hombres (056)",2356,560,284,28,1485
"Menos de 1 año (057)",43,31,2,,10
"De 1 a 14 años (058)",544,421,35,,88
"De 15 a 29 años (059)",638,95,31,10,502
"De 30 a 44 años (060)",451,5,28,13,405
"De 45 a 64 años (061)",430,6,66,4,355
"De 65 y mas años (062)",250,2,122,1,125
"Mujeres (064)",2030,610,231,20,1172
"Menos de 1 año (065)",31,23,,,8
"De 1 a 14 años (066)",520,391,25,3,102
"De 15 a 29 años (067)",528,124,17,4,383
"De 30 a 44 años (068)",412,54,27,4,327
"De 45 a 64 años (069)",337,15,62,8,254
"De 65 y mas años (070)",202,3,100,1,98
