"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUARAZ (000)",3563,797,2766
"Sin nivel (001)",178,22,156
"Educación inicial (002)",3,,3
"Primaria (003)",663,91,572
"Secundaria (004)",1235,313,922
"Superior no univ. incompleta (005)",252,70,182
"Superior no univ. completa (006)",451,97,354
"Superior univ. incompleta (007)",279,83,196
"Superior univ. completa (008)",502,121,381
"Hombres (010)",2437,430,2007
"Sin nivel (011)",130,13,117
"Educación inicial (012)",1,,1
"Primaria (013)",507,44,463
"Secundaria (014)",940,201,739
"Superior no univ. incompleta (015)",149,34,115
"Superior no univ. completa (016)",242,37,205
"Superior univ. incompleta (017)",189,45,144
"Superior univ. completa (018)",279,56,223
"Mujeres (020)",1126,367,759
"Sin nivel (021)",48,9,39
"Educación inicial (022)",2,,2
"Primaria (023)",156,47,109
"Secundaria (024)",295,112,183
"Superior no univ. incompleta (025)",103,36,67
"Superior no univ. completa (026)",209,60,149
"Superior univ. incompleta (027)",90,38,52
"Superior univ. completa (028)",223,65,158
,,,
"AREA URBANA (030)",2804,656,2148
"Sin nivel (031)",86,11,75
"Educación inicial (032)",1,,1
"Primaria (033)",354,52,302
"Secundaria (034)",936,236,700
"Superior no univ. incompleta (035)",240,68,172
"Superior no univ. completa (036)",429,92,337
"Superior univ. incompleta (037)",270,81,189
"Superior univ. completa (038)",488,116,372
"Hombres (040)",1796,331,1465
"Sin nivel (041)",50,5,45
"Primaria (043)",249,17,232
"Secundaria (044)",681,146,535
"Superior no univ. incompleta (045)",141,33,108
"Superior no univ. completa (046)",226,34,192
"Superior univ. incompleta (047)",180,43,137
"Superior univ. completa (048)",269,53,216
"Mujeres (050)",1008,325,683
"Sin nivel (051)",36,6,30
"Educación inicial (052)",1,,1
"Primaria (053)",105,35,70
"Secundaria (054)",255,90,165
"Superior no univ. incompleta (055)",99,35,64
"Superior no univ. completa (056)",203,58,145
"Superior univ. incompleta (057)",90,38,52
"Superior univ. completa (058)",219,63,156
,,,
"AREA RURAL (060)",759,141,618
"Sin nivel (061)",92,11,81
"Educación inicial (062)",2,,2
"Primaria (063)",309,39,270
"Secundaria (064)",299,77,222
"Superior no univ. incompleta (065)",12,2,10
"Superior no univ. completa (066)",22,5,17
"Superior univ. incompleta (067)",9,2,7
"Superior univ. completa (068)",14,5,9
"Hombres (070)",641,99,542
"Sin nivel (071)",80,8,72
"Educación inicial (072)",1,,1
"Primaria (073)",258,27,231
"Secundaria (074)",259,55,204
"Superior no univ. incompleta (075)",8,1,7
"Superior no univ. completa (076)",16,3,13
"Superior univ. incompleta (077)",9,2,7
"Superior univ. completa (078)",10,3,7
"Mujeres (080)",118,42,76
"Sin nivel (081)",12,3,9
"Educación inicial (082)",1,,1
"Primaria (083)",51,12,39
"Secundaria (084)",40,22,18
"Superior no univ. incompleta (085)",4,1,3
"Superior no univ. completa (086)",6,2,4
"Superior univ. completa (088)",4,2,2
