"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia CHUPACA",,,,,
"Viviendas particulares (001)",903,199,200,262,242
"Ocupantes presentes (002)",3780,809,844,1155,972
"Casa independiente",,,,,
"Viviendas particulares (004)",894,195,199,260,240
"Ocupantes presentes (005)",3750,797,840,1148,965
"Departamento en edificio",,,,,
"Viviendas particulares (007)",3,2,,,1
"Ocupantes presentes (008)",7,3,,,4
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",1,,1,,
"Ocupantes presentes (011)",4,,4,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",2,1,,,1
"Ocupantes presentes (014)",11,8,,,3
"Choza o cabaña",,,,,
"Viviendas particulares (016)",1,1,,,
"Ocupantes presentes (017)",1,1,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",2,,,2,
"Ocupantes presentes (023)",7,,,7,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",531,157,89,150,135
"Ocupantes presentes (029)",2249,638,385,668,558
"Casa independiente",,,,,
"Viviendas particulares (031)",523,154,88,148,133
"Ocupantes presentes (032)",2220,627,381,661,551
"Departamento en edificio",,,,,
"Viviendas particulares (034)",3,2,,,1
"Ocupantes presentes (035)",7,3,,,4
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",1,,1,,
"Ocupantes presentes (038)",4,,4,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",2,1,,,1
"Ocupantes presentes (041)",11,8,,,3
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",2,,,2,
"Ocupantes presentes (050)",7,,,7,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",372,42,111,112,107
"Ocupantes presentes (056)",1531,171,459,487,414
"Casa independiente",,,,,
"Viviendas particulares (058)",371,41,111,112,107
"Ocupantes presentes (059)",1530,170,459,487,414
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",1,1,,,
"Ocupantes presentes (071)",1,1,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
