"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MOHO (000)",11279,598,860,5910,58,3806,47
"Sin nivel (001)",1804,1,140,982,18,656,7
"Educación inicial (002)",21,,4,7,,9,1
"Primaria (003)",5142,28,393,2816,26,1861,18
"Secundaria (004)",3556,146,294,1898,10,1189,19
"Superior no univ. incompleta (005)",157,37,16,78,,25,1
"Superior no univ. completa (006)",247,160,9,48,,29,1
"Superior univ. incompleta (007)",105,47,3,37,2,16,
"Superior univ. completa (008)",247,179,1,44,2,21,
"Hombres (010)",6234,448,575,3778,34,1392,7
"Sin nivel (011)",522,1,48,356,7,110,
"Educación inicial (012)",8,,2,3,,3,
"Primaria (013)",2753,21,255,1859,18,598,2
"Secundaria (014)",2376,107,242,1401,7,615,4
"Superior no univ. incompleta (015)",127,31,15,60,,20,1
"Superior no univ. completa (016)",172,109,9,38,,16,
"Superior univ. incompleta (017)",86,38,3,31,2,12,
"Superior univ. completa (018)",190,141,1,30,,18,
"Mujeres (020)",5045,150,285,2132,24,2414,40
"Sin nivel (021)",1282,,92,626,11,546,7
"Educación inicial (022)",13,,2,4,,6,1
"Primaria (023)",2389,7,138,957,8,1263,16
"Secundaria (024)",1180,39,52,497,3,574,15
"Superior no univ. incompleta (025)",30,6,1,18,,5,
"Superior no univ. completa (026)",75,51,,10,,13,1
"Superior univ. incompleta (027)",19,9,,6,,4,
"Superior univ. completa (028)",57,38,,14,2,3,
,,,,,,,
"URBANA (030)",2899,385,136,1649,14,695,20
"Sin nivel (031)",338,,15,203,5,110,5
"Educación inicial (032)",5,,,3,,2,
"Primaria (033)",956,14,33,639,4,261,5
"Secundaria (034)",1141,85,71,688,2,286,9
"Superior no univ. incompleta (035)",91,26,9,44,,12,
"Superior no univ. completa (036)",148,115,5,20,,7,1
"Superior univ. incompleta (037)",75,36,3,26,2,8,
"Superior univ. completa (038)",145,109,,26,1,9,
"Hombres (040)",1674,276,120,999,7,267,5
"Sin nivel (041)",120,,12,86,1,21,
"Educación inicial (042)",2,,,2,,,
"Primaria (043)",511,8,25,382,2,92,2
"Secundaria (044)",707,59,66,448,2,129,3
"Superior no univ. incompleta (045)",69,20,9,30,,10,
"Superior no univ. completa (046)",98,77,5,14,,2,
"Superior univ. incompleta (047)",61,30,3,21,2,5,
"Superior univ. completa (048)",106,82,,16,,8,
"Mujeres (050)",1225,109,16,650,7,428,15
"Sin nivel (051)",218,,3,117,4,89,5
"Educación inicial (052)",3,,,1,,2,
"Primaria (053)",445,6,8,257,2,169,3
"Secundaria (054)",434,26,5,240,,157,6
"Superior no univ. incompleta (055)",22,6,,14,,2,
"Superior no univ. completa (056)",50,38,,6,,5,1
"Superior univ. incompleta (057)",14,6,,5,,3,
"Superior univ. completa (058)",39,27,,10,1,1,
,,,,,,,
"RURAL (060)",8380,213,724,4261,44,3111,27
"Sin nivel (061)",1466,1,125,779,13,546,2
"Educación inicial (062)",16,,4,4,,7,1
"Primaria (063)",4186,14,360,2177,22,1600,13
"Secundaria (064)",2415,61,223,1210,8,903,10
"Superior no univ. incompleta (065)",66,11,7,34,,13,1
"Superior no univ. completa (066)",99,45,4,28,,22,
"Superior univ. incompleta (067)",30,11,,11,,8,
"Superior univ. completa (068)",102,70,1,18,1,12,
"Hombres (070)",4560,172,455,2779,27,1125,2
"Sin nivel (071)",402,1,36,270,6,89,
"Educación inicial (072)",6,,2,1,,3,
"Primaria (073)",2242,13,230,1477,16,506,
"Secundaria (074)",1669,48,176,953,5,486,1
"Superior no univ. incompleta (075)",58,11,6,30,,10,1
"Superior no univ. completa (076)",74,32,4,24,,14,
"Superior univ. incompleta (077)",25,8,,10,,7,
"Superior univ. completa (078)",84,59,1,14,,10,
"Mujeres (080)",3820,41,269,1482,17,1986,25
"Sin nivel (081)",1064,,89,509,7,457,2
"Educación inicial (082)",10,,2,3,,4,1
"Primaria (083)",1944,1,130,700,6,1094,13
"Secundaria (084)",746,13,47,257,3,417,9
"Superior no univ. incompleta (085)",8,,1,4,,3,
"Superior no univ. completa (086)",25,13,,4,,8,
"Superior univ. incompleta (087)",5,3,,1,,1,
"Superior univ. completa (088)",18,11,,4,1,2,
