"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUARMEY",,,,,,,,,
"Viviendas particulares (001)",525,438,27,14,23,4,1,,18
"Ocupantes presentes (002)",2052,1659,111,63,116,17,2,,84
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",522,436,27,13,23,4,1,,18
"Ocupantes presentes (005)",2041,1651,111,60,116,17,2,,84
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",3,2,,1,,,,,
"Ocupantes presentes (017)",11,8,,3,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",453,397,21,6,21,4,,,4
"Ocupantes presentes (029)",1759,1492,95,26,108,17,,,21
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",453,397,21,6,21,4,,,4
"Ocupantes presentes (032)",1759,1492,95,26,108,17,,,21
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",72,41,6,8,2,,1,,14
"Ocupantes presentes (056)",293,167,16,37,8,,2,,63
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",69,39,6,7,2,,1,,14
"Ocupantes presentes (059)",282,159,16,34,8,,2,,63
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",3,2,,1,,,,,
"Ocupantes presentes (071)",11,8,,3,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
