"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CORONGO (000)",2196,2125,7,338,371,312,465,350,206,76,71,8890
"De 12 a 14 años (001)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (002)",52,48,2,44,1,1,,,,,4,49
"De 20 a 24 años (003)",175,152,1,91,48,8,2,2,,,23,231
"De 25 a 29 años (004)",221,210,1,69,75,44,19,1,1,,11,448
"De 30 a 34 años (005)",230,221,,39,55,53,62,11,1,,9,659
"De 35 a 39 años (006)",257,251,,19,64,65,66,34,3,,6,871
"De 40 a 44 años (007)",217,215,,14,33,32,69,45,16,6,2,970
"De 45 a 49 años (008)",187,184,,10,25,20,52,43,27,7,3,934
"De 50 y más años (009)",855,843,3,51,70,89,195,214,158,63,12,4727
"Conviviente (010)",813,800,3,162,169,134,159,115,41,17,13,2886
"De 12 a 14 años (011)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (012)",29,26,2,24,,,,,,,3,24
"De 20 a 24 años (013)",110,105,,60,37,7,1,,,,5,159
"De 25 a 29 años (014)",140,140,1,40,51,35,13,,,,,305
"De 30 a 34 años (015)",118,117,,19,24,32,35,6,1,,1,365
"De 35 a 39 años (016)",126,124,,8,26,32,34,23,1,,2,460
"De 40 a 44 años (017)",91,91,,5,11,12,31,22,9,1,,430
"De 45 a 49 años (018)",58,58,,1,7,3,15,19,11,2,,329
"De 50 y más años (019)",139,138,,4,13,13,30,45,19,14,1,813
"Separado(a) (020)",89,88,,33,23,14,9,5,3,1,1,227
"De 15 a 19 años (022)",5,5,,5,,,,,,,,5
"De 20 a 24 años (023)",10,10,,8,1,1,,,,,,13
"De 25 a 29 años (024)",13,12,,7,4,1,,,,,1,18
"De 30 a 34 años (025)",13,13,,7,3,2,1,,,,,24
