"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ASCOPE (000)",104022,19716,29029,24073,20889,10315
"Hombres (001)",52027,10020,14674,11826,10172,5335
"Mujeres (002)",51995,9696,14355,12247,10717,4980
"PEA (003)",40868,382,12664,14910,11392,1520
"Hombres (004)",30072,278,9442,10716,8497,1139
"Mujeres (005)",10796,104,3222,4194,2895,381
"Ocupada (006)",37960,328,11205,14013,10956,1458
"Hombres (007)",27855,240,8396,10021,8118,1080
"Mujeres (008)",10105,88,2809,3992,2838,378
"Desocupada (009)",2908,54,1459,897,436,62
"Hombres (010)",2217,38,1046,695,379,59
"Mujeres (011)",691,16,413,202,57,3
"No PEA (012)",63154,19334,16365,9163,9497,8795
"Hombres (013)",21955,9742,5232,1110,1675,4196
"Mujeres (014)",41199,9592,11133,8053,7822,4599
,,,,,,
"URBANA (018)",91583,17371,25241,21429,18381,9161
"Hombres (019)",45517,8821,12700,10439,8854,4703
"Mujeres (020)",46066,8550,12541,10990,9527,4458
"PEA (021)",35849,319,10829,13406,10048,1247
"Hombres (022)",25786,226,7940,9419,7314,887
"Mujeres (023)",10063,93,2889,3987,2734,360
"Ocupada (024)",33145,271,9490,12564,9633,1187
"Hombres (025)",23716,192,6972,8768,6954,830
"Mujeres (026)",9429,79,2518,3796,2679,357
"Desocupada (027)",2704,48,1339,842,415,60
"Hombres (028)",2070,34,968,651,360,57
"Mujeres (029)",634,14,371,191,55,3
"No PEA (030)",55734,17052,14412,8023,8333,7914
"Hombres (031)",19731,8595,4760,1020,1540,3816
"Mujeres (032)",36003,8457,9652,7003,6793,4098
,,,,,,
"RURAL (036)",12439,2345,3788,2644,2508,1154
"Hombres (037)",6510,1199,1974,1387,1318,632
"Mujeres (038)",5929,1146,1814,1257,1190,522
"PEA (039)",5019,63,1835,1504,1344,273
"Hombres (040)",4286,52,1502,1297,1183,252
"Mujeres (041)",733,11,333,207,161,21
"Ocupada (042)",4815,57,1715,1449,1323,271
"Hombres (043)",4139,48,1424,1253,1164,250
"Mujeres (044)",676,9,291,196,159,21
"Desocupada (045)",204,6,120,55,21,2
"Hombres (046)",147,4,78,44,19,2
"Mujeres (047)",57,2,42,11,2,
"No PEA (048)",7420,2282,1953,1140,1164,881
"Hombres (049)",2224,1147,472,90,135,380
"Mujeres (050)",5196,1135,1481,1050,1029,501
