"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia ANTABAMBA",,,,,,,,
"Viviendas particulares (001)",3789,3561,153,5,15,50,3,2
"Ocupantes presentes (002)",12064,11348,495,11,45,152,8,5
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",3471,3255,145,4,14,49,3,1
"Ocupantes presentes (005)",11220,10523,482,10,44,150,8,3
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",47,41,5,,,1,,
"Ocupantes presentes (014)",140,128,10,,,2,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",266,264,1,,,,,1
"Ocupantes presentes (017)",699,696,1,,,,,2
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",5,1,2,1,1,,,
"Ocupantes presentes (023)",5,1,2,1,1,,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",2522,2303,148,5,13,49,3,1
"Ocupantes presentes (029)",8488,7793,480,11,42,151,8,3
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",2470,2261,141,4,12,48,3,1
"Ocupantes presentes (032)",8343,7664,468,10,41,149,8,3
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",47,41,5,,,1,,
"Ocupantes presentes (041)",140,128,10,,,2,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",5,1,2,1,1,,,
"Ocupantes presentes (050)",5,1,2,1,1,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",1267,1258,5,,2,1,,1
"Ocupantes presentes (056)",3576,3555,15,,3,1,,2
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",1001,994,4,,2,1,,
"Ocupantes presentes (059)",2877,2859,14,,3,1,,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",266,264,1,,,,,1
"Ocupantes presentes (071)",699,696,1,,,,,2
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
