"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SIHUAS (000)",28422,7464,1052,11317,5877,609,874,501,728
"Jefe o Jefa (001)",7070,2032,8,2658,1249,182,438,121,382
"Esposa(o)/ compa¤era(o) (002)",4898,2198,12,1616,575,66,197,75,159
"Hijo(a)/ hijastro(a) (003)",12782,2087,850,5785,3309,264,151,235,101
"Yerno/ nuera (004)",239,23,1,69,86,18,12,6,24
"Nieto(a) (005)",1257,301,113,574,236,18,5,6,4
"Padres/ suegros (006)",492,395,,85,10,,2,,
"Otro(a) pariente (007)",1470,393,64,479,362,43,49,48,32
"Trabajador(a) del hogar (008)",30,4,,12,13,,,1,
"Pensionista (009)",13,,,1,3,,4,1,4
"Otro(a) no pariente (010)",171,31,4,38,34,18,16,8,22
"Hombres (012)",13943,2555,543,5738,3526,391,510,256,424
"Jefe o Jefa (013)",5378,1137,6,2233,1099,150,358,91,304
"Esposa(o)/ compa¤era(o) (014)",252,45,1,88,62,7,13,20,16
"Hijo(a)/ hijastro(a) (015)",6622,986,440,2834,1932,179,85,111,55
"Yerno/ nuera (016)",102,3,,22,38,10,7,4,18
"Nieto(a) (017)",625,147,52,273,137,8,1,3,4
"Padres/ suegros (018)",114,72,,36,4,,2,,
"Otro(a) pariente (019)",753,153,42,231,230,26,35,20,16
"Trabajador(a) del hogar (020)",2,,,,2,,,,
"Pensionista (021)",7,,,1,2,,3,,1
"Otro(a) no pariente (022)",88,12,2,20,20,11,6,7,10
"Mujeres (024)",14479,4909,509,5579,2351,218,364,245,304
"Jefe o Jefa (025)",1692,895,2,425,150,32,80,30,78
"Esposa(o)/ compa¤era(o) (026)",4646,2153,11,1528,513,59,184,55,143
"Hijo(a)/ hijastro(a) (027)",6160,1101,410,2951,1377,85,66,124,46
"Yerno/ nuera (028)",137,20,1,47,48,8,5,2,6
"Nieto(a) (029)",632,154,61,301,99,10,4,3,
"Padres/ suegros (030)",378,323,,49,6,,,,
"Otro(a) pariente (031)",717,240,22,248,132,17,14,28,16
"Trabajador(a) del hogar (032)",28,4,,12,11,,,1,
"Pensionista (033)",6,,,,1,,1,1,3
"Otro(a) no pariente (034)",83,19,2,18,14,7,10,1,12
,,,,,,,,,
"URBANA (036)",7345,1024,208,2288,1938,322,631,357,577
"Jefe o Jefa (037)",1938,217,1,501,400,106,308,91,314
"Esposa(o)/ compa¤era(o) (038)",1238,226,3,336,260,50,168,56,139
"Hijo(a)/ hijastro(a) (039)",3006,365,161,1092,978,108,95,149,58
"Yerno/ nuera (040)",79,6,,8,26,10,10,5,14
"Nieto(a) (041)",315,58,29,146,69,4,2,4,3
"Padres/ suegros (042)",139,81,,47,9,,2,,
"Otro(a) pariente (043)",480,57,12,124,157,30,31,42,27
"Trabajador(a) del hogar (044)",24,2,,11,10,,,1,
"Pensionista (045)",11,,,1,3,,2,1,4
"Otro(a) no pariente (046)",115,12,2,22,26,14,13,8,18
"Hombres (048)",3639,333,107,1124,1063,184,332,174,322
