"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ANDAHUAYLAS (000)",124008,47437,10375,2078,64282
"Hombres (001)",60090,21748,4979,1288,32188
"Mujeres (002)",63918,25689,5396,790,32094
"PEA (003)",44285,9514,5097,893,28864
"Hombres (004)",29679,6055,2776,609,20300
"Mujeres (005)",14606,3459,2321,284,8564
"Ocupada (006)",42292,9015,5019,878,27463
"Hombres (007)",28173,5691,2734,601,19208
"Mujeres (008)",14119,3324,2285,277,8255
"Desocupada (009)",1993,499,78,15,1401
"Hombres (010)",1506,364,42,8,1092
"Mujeres (011)",487,135,36,7,309
"No PEA (012)",79723,37923,5278,1185,35418
"Hombres (013)",30411,15693,2203,679,11888
"Mujeres (014)",49312,22230,3075,506,23530
,,,,,
"URBANA (018)",56395,14982,9542,1714,30283
"Hombres (019)",27262,6829,4533,1087,14907
"Mujeres (020)",29133,8153,5009,627,15376
"PEA (021)",22954,3459,4745,763,14059
"Hombres (022)",13982,2021,2513,512,8989
"Mujeres (023)",8972,1438,2232,251,5070
"Ocupada (024)",21984,3277,4677,754,13348
"Hombres (025)",13350,1910,2479,509,8505
"Mujeres (026)",8634,1367,2198,245,4843
"Desocupada (027)",970,182,68,9,711
"Hombres (028)",632,111,34,3,484
"Mujeres (029)",338,71,34,6,227
"No PEA (030)",33441,11523,4797,951,16224
"Hombres (031)",13280,4808,2020,575,5918
"Mujeres (032)",20161,6715,2777,376,10306
,,,,,
"RURAL (036)",67613,32455,833,364,33999
"Hombres (037)",32828,14919,446,201,17281
"Mujeres (038)",34785,17536,387,163,16718
"PEA (039)",21331,6055,352,130,14805
"Hombres (040)",15697,4034,263,97,11311
"Mujeres (041)",5634,2021,89,33,3494
"Ocupada (042)",20308,5738,342,124,14115
"Hombres (043)",14823,3781,255,92,10703
"Mujeres (044)",5485,1957,87,32,3412
"Desocupada (045)",1023,317,10,6,690
"Hombres (046)",874,253,8,5,608
"Mujeres (047)",149,64,2,1,82
"No PEA (048)",46282,26400,481,234,19194
"Hombres (049)",17131,10885,183,104,5970
"Mujeres (050)",29151,15515,298,130,13224
