"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia MARAÑON (000)",6142,5938,31,1022,978,885,1547,978,409,88,204,23175
"De 12 a 14 años (001)",11,5,,3,2,,,,,,6,7
"De 15 a 19 años (002)",274,253,3,219,29,2,,,,,21,283
"De 20 a 24 años (003)",802,732,7,379,267,62,12,5,,,70,1178
"De 25 a 29 años (004)",782,735,6,157,235,203,120,12,2,,47,1836
"De 30 a 34 años (005)",772,754,5,89,154,161,276,67,2,,18,2532
"De 35 a 39 años (006)",770,762,2,33,89,149,293,154,40,2,8,3303
"De 40 a 44 años (007)",565,562,,21,35,68,184,175,64,15,3,2939
"De 45 a 49 años (008)",515,512,,21,35,49,167,143,79,18,3,2764
"De 50 y más años (009)",1651,1623,8,100,132,191,495,422,222,53,28,8333
"PEA (010)",715,671,6,135,126,123,155,89,31,6,44,2335
"De 15 a 19 años (012)",19,18,1,16,1,,,,,,1,18
"De 20 a 24 años (013)",80,64,1,35,23,2,3,,,,16,99
"De 25 a 29 años (014)",87,72,2,26,22,15,6,1,,,15,146
"De 30 a 34 años (015)",117,110,1,32,29,19,25,3,1,,7,284
"De 35 a 39 años (016)",130,128,,9,26,37,36,19,1,,2,459
"De 40 a 44 años (017)",65,64,,5,5,20,17,14,3,,1,269
"De 45 a 49 años (018)",62,62,,1,11,7,19,18,5,1,,292
"De 50 y más años (019)",155,153,1,11,9,23,49,34,21,5,2,768
"Ocupada (020)",697,655,5,132,123,119,152,87,31,6,42,2290
"De 15 a 19 años (022)",19,18,1,16,1,,,,,,1,18
"De 20 a 24 años (023)",76,61,1,33,22,2,3,,,,15,95
"De 25 a 29 años (024)",81,66,2,26,21,12,5,,,,15,125
