"CUADRO Nº 3: VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia CHICLAYO (000)",400,394,6
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",207,206,1
"Casa pensión (003)",20,20,
"Hospital, clinica (004)",33,33,
"Cárcel, centro de readaptación social (005)",10,10,
"Asilo (006)",1,1,
"Aldea infantil, orfelinato, etc (007)",9,8,1
"Otro (008)",67,64,3
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",53,52,1
