"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia PADRE ABAD",,,,,,,,,
"Viviendas particulares (001)",1625,630,352,112,196,26,7,4,298
"Ocupantes presentes (002)",6857,2899,1476,472,795,91,30,19,1075
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1241,555,281,70,134,12,7,4,178
"Ocupantes presentes (005)",5526,2610,1246,305,585,48,30,19,683
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",70,3,1,1,23,,,,42
"Ocupantes presentes (008)",237,13,3,1,81,,,,139
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",279,61,56,37,37,14,,,74
"Ocupantes presentes (011)",955,229,182,141,119,43,,,241
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",18,9,4,3,1,,,,1
"Ocupantes presentes (014)",83,37,13,22,5,,,,6
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",10,,9,,,,,,1
"Ocupantes presentes (017)",33,,30,,,,,,3
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",7,2,1,1,1,,,,2
"Ocupantes presentes (020)",23,10,2,3,5,,,,3
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1484,595,336,112,145,26,6,4,260
"Ocupantes presentes (029)",6265,2733,1412,472,582,91,27,19,929
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1110,520,274,70,83,12,6,4,141
"Ocupantes presentes (032)",4967,2444,1212,305,372,48,27,19,540
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",70,3,1,1,23,,,,42
"Ocupantes presentes (035)",237,13,3,1,81,,,,139
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",279,61,56,37,37,14,,,74
"Ocupantes presentes (038)",955,229,182,141,119,43,,,241
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",18,9,4,3,1,,,,1
"Ocupantes presentes (041)",83,37,13,22,5,,,,6
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",7,2,1,1,1,,,,2
"Ocupantes presentes (047)",23,10,2,3,5,,,,3
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",141,35,16,,51,,1,,38
"Ocupantes presentes (056)",592,166,64,,213,,3,,146
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",131,35,7,,51,,1,,37
"Ocupantes presentes (059)",559,166,34,,213,,3,,143
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",10,,9,,,,,,1
"Ocupantes presentes (071)",33,,30,,,,,,3
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
