"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia TAMBOPATA (000)",970,224,746
"Sin nivel (001)",21,3,18
"Educación inicial (002)",4,1,3
"Primaria (003)",181,37,144
"Secundaria (004)",457,122,335
"Superior no univ. incompleta (005)",92,25,67
"Superior no univ. completa (006)",74,9,65
"Superior univ. incompleta (007)",85,17,68
"Superior univ. completa (008)",56,10,46
"De 14 a 29 años (010)",538,164,374
"Sin nivel (011)",5,1,4
"Educación inicial (012)",4,1,3
"Primaria (013)",61,20,41
"Secundaria (014)",289,94,195
"Superior no univ. incompleta (015)",57,19,38
"Superior no univ. completa (016)",47,9,38
"Superior univ. incompleta (017)",55,14,41
"Superior univ. completa (018)",20,6,14
"De 30 a 44 años (020)",273,48,225
"Sin nivel (021)",4,,4
"Primaria (023)",69,15,54
"Secundaria (024)",112,21,91
"Superior no univ. incompleta (025)",18,5,13
"Superior no univ. completa (026)",18,,18
"Superior univ. incompleta (027)",22,3,19
"Superior univ. completa (028)",30,4,26
"De 45 a 64 años (030)",142,12,130
"Sin nivel (031)",11,2,9
"Primaria (033)",42,2,40
"Secundaria (034)",49,7,42
"Superior no univ. incompleta (035)",17,1,16
"Superior no univ. completa (036)",9,,9
"Superior univ. incompleta (037)",8,,8
"Superior univ. completa (038)",6,,6
"De 65 y más años (040)",17,,17
"Sin nivel (041)",1,,1
"Primaria (043)",9,,9
"Secundaria (044)",7,,7
,,,
"AREA URBANA (050)",880,208,672
"Sin nivel (051)",14,3,11
"Educación inicial (052)",4,1,3
"Primaria (053)",161,33,128
"Secundaria (054)",408,111,297
"Superior no univ. incompleta (055)",88,25,63
"Superior no univ. completa (056)",71,9,62
"Superior univ. incompleta (057)",79,16,63
"Superior univ. completa (058)",55,10,45
"De 14 a 29 años (060)",481,149,332
"Sin nivel (061)",3,1,2
"Educación inicial (062)",4,1,3
"Primaria (063)",51,16,35
"Secundaria (064)",254,84,170
"Superior no univ. incompleta (065)",53,19,34
"Superior no univ. completa (066)",46,9,37
"Superior univ. incompleta (067)",50,13,37
"Superior univ. completa (068)",20,6,14
"De 30 a 44 años (070)",256,47,209
"Sin nivel (071)",3,,3
"Primaria (073)",65,15,50
"Secundaria (074)",102,20,82
"Superior no univ. incompleta (075)",18,5,13
"Superior no univ. completa (076)",17,,17
"Superior univ. incompleta (077)",22,3,19
"Superior univ. completa (078)",29,4,25
"De 45 a 64 años (080)",130,12,118
"Sin nivel (081)",8,2,6
"Primaria (083)",38,2,36
"Secundaria (084)",46,7,39
"Superior no univ. incompleta (085)",17,1,16
"Superior no univ. completa (086)",8,,8
"Superior univ. incompleta (087)",7,,7
"Superior univ. completa (088)",6,,6
"De 65 y más años (090)",13,,13
"Primaria (093)",7,,7
"Secundaria (094)",6,,6
,,,
"AREA RURAL (100)",90,16,74
"Sin nivel (101)",7,,7
"Primaria (103)",20,4,16
"Secundaria (104)",49,11,38
"Superior no univ. incompleta (105)",4,,4
"Superior no univ. completa (106)",3,,3
"Superior univ. incompleta (107)",6,1,5
"Superior univ. completa (108)",1,,1
"De 14 a 29 años (110)",57,15,42
"Sin nivel (111)",2,,2
"Primaria (113)",10,4,6
"Secundaria (114)",35,10,25
"Superior no univ. incompleta (115)",4,,4
"Superior no univ. completa (116)",1,,1
"Superior univ. incompleta (117)",5,1,4
"De 30 a 44 años (120)",17,1,16
"Sin nivel (121)",1,,1
"Primaria (123)",4,,4
"Secundaria (124)",10,1,9
"Superior no univ. completa (126)",1,,1
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",12,,12
"Sin nivel (131)",3,,3
"Primaria (133)",4,,4
"Secundaria (134)",3,,3
"Superior no univ. completa (136)",1,,1
"Superior univ. incompleta (137)",1,,1
"De 65 y más años (140)",4,,4
"Sin nivel (141)",1,,1
"Primaria (143)",2,,2
"Secundaria (144)",1,,1
