"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia YAULI (000)",18796,4976,7609,5106,271,651,183
"Sin nivel (001)",351,20,94,183,8,35,11
"Educación inicial (002)",8,1,1,3,1,1,1
"Primaria (003)",2544,243,908,1077,51,215,50
"Secundaria (004)",8529,1429,4315,2324,108,263,90
"Superior no univ. incompleta (005)",1851,534,759,474,16,52,16
"Superior no univ. completa (006)",2329,937,834,494,24,34,6
"Superior univ. incompleta (007)",986,398,309,229,22,22,6
"Superior univ. completa (008)",2198,1414,389,322,41,29,3
"Hombres (010)",13825,3170,7173,3019,178,273,12
"Sin nivel (011)",83,3,47,25,3,5,
"Educación inicial (012)",2,,,1,,1,
"Primaria (013)",1538,120,775,525,31,84,3
"Secundaria (014)",6881,985,4155,1536,80,121,4
"Superior no univ. incompleta (015)",1414,357,725,294,7,28,3
"Superior no univ. completa (016)",1677,562,798,293,14,9,1
"Superior univ. incompleta (017)",741,264,303,151,12,10,1
"Superior univ. completa (018)",1489,879,370,194,31,15,
"Mujeres (020)",4971,1806,436,2087,93,378,171
"Sin nivel (021)",268,17,47,158,5,30,11
"Educación inicial (022)",6,1,1,2,1,,1
"Primaria (023)",1006,123,133,552,20,131,47
"Secundaria (024)",1648,444,160,788,28,142,86
"Superior no univ. incompleta (025)",437,177,34,180,9,24,13
"Superior no univ. completa (026)",652,375,36,201,10,25,5
"Superior univ. incompleta (027)",245,134,6,78,10,12,5
"Superior univ. completa (028)",709,535,19,128,10,14,3
,,,,,,,
"URBANA (030)",16261,4612,6253,4525,246,448,177
"Sin nivel (031)",250,19,42,157,6,15,11
"Educación inicial (032)",8,1,1,3,1,1,1
"Primaria (033)",1826,224,579,819,36,121,47
"Secundaria (034)",7421,1308,3628,2111,101,185,88
"Superior no univ. incompleta (035)",1672,497,658,442,16,44,15
"Superior no univ. completa (036)",2122,873,723,463,24,33,6
"Superior univ. incompleta (037)",930,386,274,221,22,21,6
"Superior univ. completa (038)",2032,1304,348,309,40,28,3
"Hombres (040)",11792,2863,5979,2609,159,171,11
"Sin nivel (041)",56,3,29,21,2,1,
"Educación inicial (042)",2,,,1,,1,
"Primaria (043)",1050,105,524,353,20,45,3
"Secundaria (044)",5903,883,3512,1362,74,69,3
"Superior no univ. incompleta (045)",1259,328,629,269,7,23,3
"Superior no univ. completa (046)",1493,510,688,272,14,8,1
"Superior univ. incompleta (047)",691,254,268,146,12,10,1
"Superior univ. completa (048)",1338,780,329,185,30,14,
"Mujeres (050)",4469,1749,274,1916,87,277,166
"Sin nivel (051)",194,16,13,136,4,14,11
"Educación inicial (052)",6,1,1,2,1,,1
"Primaria (053)",776,119,55,466,16,76,44
"Secundaria (054)",1518,425,116,749,27,116,85
"Superior no univ. incompleta (055)",413,169,29,173,9,21,12
"Superior no univ. completa (056)",629,363,35,191,10,25,5
"Superior univ. incompleta (057)",239,132,6,75,10,11,5
"Superior univ. completa (058)",694,524,19,124,10,14,3
,,,,,,,
"RURAL (060)",2535,364,1356,581,25,203,6
"Sin nivel (061)",101,1,52,26,2,20,
"Primaria (063)",718,19,329,258,15,94,3
"Secundaria (064)",1108,121,687,213,7,78,2
"Superior no univ. incompleta (065)",179,37,101,32,,8,1
"Superior no univ. completa (066)",207,64,111,31,,1,
"Superior univ. incompleta (067)",56,12,35,8,,1,
"Superior univ. completa (068)",166,110,41,13,1,1,
"Hombres (070)",2033,307,1194,410,19,102,1
"Sin nivel (071)",27,,18,4,1,4,
"Primaria (073)",488,15,251,172,11,39,
"Secundaria (074)",978,102,643,174,6,52,1
"Superior no univ. incompleta (075)",155,29,96,25,,5,
"Superior no univ. completa (076)",184,52,110,21,,1,
"Superior univ. incompleta (077)",50,10,35,5,,,
"Superior univ. completa (078)",151,99,41,9,1,1,
"Mujeres (080)",502,57,162,171,6,101,5
"Sin nivel (081)",74,1,34,22,1,16,
"Primaria (083)",230,4,78,86,4,55,3
"Secundaria (084)",130,19,44,39,1,26,1
"Superior no univ. incompleta (085)",24,8,5,7,,3,1
"Superior no univ. completa (086)",23,12,1,10,,,
"Superior univ. incompleta (087)",6,2,,3,,1,
"Superior univ. completa (088)",15,11,,4,,,
