"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia AREQUIPA",,,,,,,
"Viviendas particulares (001)",207097,146735,9378,6160,29544,988,14292
"Ocupantes presentes (002)",854493,645650,36636,22668,104922,3474,41143
"Casa independiente",,,,,,,
"Viviendas particulares (004)",190141,133766,7126,6079,28956,948,13266
"Ocupantes presentes (005)",796542,599368,29546,22428,103141,3355,38704
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",8068,7550,518,,,,
"Ocupantes presentes (008)",27236,25564,1672,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",3480,2877,550,,,,53
"Ocupantes presentes (011)",13069,11048,1835,,,,186
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",3430,2252,1110,,,,68
"Ocupantes presentes (014)",12429,8807,3380,,,,242
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",789,,,23,281,13,472
"Ocupantes presentes (017)",1944,,,71,803,39,1031
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",771,96,30,45,262,22,316
"Ocupantes presentes (020)",2133,327,87,141,815,57,706
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",356,194,44,13,38,4,63
"Ocupantes presentes (023)",985,536,116,28,140,17,148
"Otro tipo",,,,,,,
"Viviendas particulares (025)",62,,,,7,1,54
"Ocupantes presentes (026)",155,,,,23,6,126
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",200486,146485,9312,5701,26484,808,11696
"Ocupantes presentes (029)",833685,644701,36402,21076,94816,2924,33766
"Casa independiente",,,,,,,
"Viviendas particulares (031)",184328,133516,7060,5645,26180,782,11145
"Ocupantes presentes (032)",777704,598419,29312,20912,93846,2850,32365
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",8068,7550,518,,,,
"Ocupantes presentes (035)",27236,25564,1672,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",3480,2877,550,,,,53
"Ocupantes presentes (038)",13069,11048,1835,,,,186
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",3430,2252,1110,,,,68
"Ocupantes presentes (041)",12429,8807,3380,,,,242
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",771,96,30,45,262,22,316
"Ocupantes presentes (047)",2133,327,87,141,815,57,706
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",351,194,44,11,35,4,63
"Ocupantes presentes (050)",972,536,116,23,132,17,148
"Otro tipo",,,,,,,
"Viviendas particulares (052)",58,,,,7,,51
"Ocupantes presentes (053)",142,,,,23,,119
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",6611,250,66,459,3060,180,2596
"Ocupantes presentes (056)",20808,949,234,1592,10106,550,7377
"Casa independiente",,,,,,,
"Viviendas particulares (058)",5813,250,66,434,2776,166,2121
"Ocupantes presentes (059)",18838,949,234,1516,9295,505,6339
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",789,,,23,281,13,472
"Ocupantes presentes (071)",1944,,,71,803,39,1031
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",5,,,2,3,,
"Ocupantes presentes (077)",13,,,5,8,,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",4,,,,,1,3
"Ocupantes presentes (080)",13,,,,,6,7
