"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CONDORCANQUI (000)",18427,14794,3633
"Hombres (001)",9379,8199,1180
"Mujeres (002)",9048,6595,2453
"De 18 a 29 años (003)",8404,6387,2017
"Hombres (004)",4047,3258,789
"Mujeres (005)",4357,3129,1228
"De 30 a 44 años (006)",6225,5454,771
"Hombres (007)",3276,3088,188
"Mujeres (008)",2949,2366,583
"De 45 a 64 años (009)",3256,2644,612
"Hombres (010)",1784,1650,134
"Mujeres (011)",1472,994,478
"De 65 y más años (012)",542,309,233
"Hombres (013)",272,203,69
"Mujeres (014)",270,106,164
,,,
"URBANA (015)",2963,2733,230
"Hombres (016)",1543,1432,111
"Mujeres (017)",1420,1301,119
"De 18 a 29 años (018)",1344,1180,164
"Hombres (019)",681,585,96
"Mujeres (020)",663,595,68
"De 30 a 44 años (021)",991,965,26
"Hombres (022)",514,506,8
"Mujeres (023)",477,459,18
"De 45 a 64 años (024)",555,529,26
"Hombres (025)",314,309,5
"Mujeres (026)",241,220,21
"De 65 y más años (027)",73,59,14
"Hombres (028)",34,32,2
"Mujeres (029)",39,27,12
,,,
"RURAL (030)",15464,12061,3403
"Hombres (031)",7836,6767,1069
"Mujeres (032)",7628,5294,2334
"De 18 a 29 años (033)",7060,5207,1853
"Hombres (034)",3366,2673,693
"Mujeres (035)",3694,2534,1160
"De 30 a 44 años (036)",5234,4489,745
"Hombres (037)",2762,2582,180
"Mujeres (038)",2472,1907,565
"De 45 a 64 años (039)",2701,2115,586
"Hombres (040)",1470,1341,129
"Mujeres (041)",1231,774,457
"De 65 y más años (042)",469,250,219
"Hombres (043)",238,171,67
"Mujeres (044)",231,79,152
