"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",11197,143,3386,3677,2721,1270
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",44,,4,20,19,1
"Profes., científicos e intelectuales (002)",919,,197,533,185,4
"Técnicos de nivel medio y trab.asimilados (003)",328,,150,142,35,1
"Jefes y empleados de oficina (004)",244,,91,113,38,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",431,5,149,161,95,21
"Agricult.trabaj. calif. agrop. y pesqueros (006)",2959,,350,771,1087,751
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",405,2,173,179,41,10
"Obreros construc., conf., papel, fab., instr. (008)",670,2,217,311,128,12
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",3672,126,1320,1007,825,394
"Otra (010)",59,,10,34,15,
"Ocupación no especificada (011)",470,1,178,136,117,38
"Desocupado (012)",996,7,547,270,136,36
"Hombres (013)",7844,91,2320,2598,1915,920
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",37,,1,16,19,1
"Profes., científicos e intelectuales (015)",458,,77,258,119,4
"Técnicos de nivel medio y trab.asimilados (016)",253,,112,117,23,1
"Jefes y empleados de oficina (017)",145,,44,70,29,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",174,3,59,70,33,9
"Agricult.trabaj. calif. agrop. y pesqueros (019)",2488,,282,662,904,640
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",351,2,154,155,33,7
"Obreros construc., conf., papel, fab., instr. (021)",656,2,211,306,126,11
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",2183,77,884,606,426,190
"Otra (023)",58,,9,34,15,
"Ocupación no especificada (024)",305,1,116,93,73,22
"Desocupado (025)",736,6,371,211,115,33
"Mujeres (026)",3353,52,1066,1079,806,350
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",7,,3,4,,
"Profes., científicos e intelectuales (028)",461,,120,275,66,
"Técnicos de nivel medio y trab.asimilados (029)",75,,38,25,12,
"Jefes y empleados de oficina (030)",99,,47,43,9,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",257,2,90,91,62,12
"Agricult.trabaj. calif. agrop. y pesqueros (032)",471,,68,109,183,111
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",54,,19,24,8,3
"Obreros construc., conf., papel, fab., instr. (034)",14,,6,5,2,1
