"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia MORROPON",,,,,,,
"Viviendas particulares (001)",38414,2503,6290,717,27185,578,1141
"Ocupantes presentes (002)",159347,9124,27327,3068,112708,2509,4611
"Casa independiente",,,,,,,
"Viviendas particulares (004)",37523,2432,5992,712,26701,568,1118
"Ocupantes presentes (005)",155615,8908,26052,3049,110594,2478,4534
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",24,13,,,11,,
"Ocupantes presentes (008)",94,50,,,44,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",35,24,,,11,,
"Ocupantes presentes (011)",97,73,,,24,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",53,19,,4,24,3,3
"Ocupantes presentes (014)",175,54,,12,96,7,6
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",745,4,296,,431,4,10
"Ocupantes presentes (017)",3260,15,1268,,1927,13,37
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",18,,2,1,4,2,9
"Ocupantes presentes (020)",64,,7,7,17,2,31
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",13,9,,,2,1,1
"Ocupantes presentes (023)",31,17,,,2,9,3
"Otro tipo",,,,,,,
"Viviendas particulares (025)",3,2,,,1,,
"Ocupantes presentes (026)",11,7,,,4,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",22201,2156,3162,619,14970,280,1014
"Ocupantes presentes (029)",91452,7859,13743,2617,61969,1143,4121
"Casa independiente",,,,,,,
"Viviendas particulares (031)",22058,2090,3160,614,14919,274,1001
"Ocupantes presentes (032)",90986,7662,13736,2598,61784,1125,4081
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",24,13,,,11,,
"Ocupantes presentes (035)",94,50,,,44,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",35,24,,,11,,
"Ocupantes presentes (038)",97,73,,,24,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",53,19,,4,24,3,3
"Ocupantes presentes (041)",175,54,,12,96,7,6
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",18,,2,1,4,2,9
"Ocupantes presentes (047)",64,,7,7,17,2,31
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",11,9,,,,1,1
"Ocupantes presentes (050)",29,17,,,,9,3
"Otro tipo",,,,,,,
"Viviendas particulares (052)",2,1,,,1,,
"Ocupantes presentes (053)",7,3,,,4,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",16213,347,3128,98,12215,298,127
"Ocupantes presentes (056)",67895,1265,13584,451,50739,1366,490
"Casa independiente",,,,,,,
"Viviendas particulares (058)",15465,342,2832,98,11782,294,117
"Ocupantes presentes (059)",64629,1246,12316,451,48810,1353,453
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",745,4,296,,431,4,10
"Ocupantes presentes (071)",3260,15,1268,,1927,13,37
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,,,,2,,
"Ocupantes presentes (077)",2,,,,2,,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,1,,,,,
"Ocupantes presentes (080)",4,4,,,,,
