"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUARAL (000)",161991,2756,44190,43497,34133,25523,11892
"Jefe o Jefa (001)",41319,,54,5340,14492,14319,7114
"Esposa(o) / compañera(o) (002)",25890,,30,5545,10308,7675,2332
"Hijo(a) / hijastro(a) (003)",66430,1697,33200,24134,5997,1362,40
"Yerno / nuera (004)",3092,,21,1765,1108,190,8
"Nieto(a) (005)",10839,826,7841,2004,157,11,
"Padres / suegros (006)",2350,,,1,44,635,1670
"Otro(a) pariente (007)",10137,215,2794,3843,1569,1097,619
"Trabajador(a) del hogar (008)",128,,2,78,28,13,7
"Pensionistas (009)",128,,3,77,32,9,7
"Otro(a) no pariente (010)",1678,18,245,710,398,212,95
"Hombres (011)",81079,1411,22670,21627,16534,12820,6017
"Jefe o Jefa (012)",30188,,25,3954,10843,10427,4939
"Esposa(o) / compañera(o) (013)",1876,,20,453,660,550,193
"Hijo(a) / hijastro(a) (014)",34543,873,17021,12846,3056,729,18
"Yerno / nuera (015)",1632,,15,740,729,144,4
"Nieto(a) (016)",5583,417,4022,1050,88,6,
"Padres / suegros (017)",731,,,,15,181,535
"Otro(a) pariente (018)",5485,114,1436,2122,900,636,277
"Trabajador(a) del hogar (019)",19,,,7,3,5,4
"Pensionistas (020)",80,,3,49,18,7,3
"Otro(a) no pariente (021)",942,7,128,406,222,135,44
"Mujeres (022)",80912,1345,21520,21870,17599,12703,5875
"Jefe o Jefa (023)",11131,,29,1386,3649,3892,2175
"Esposa(o) / compañera(o) (024)",24014,,10,5092,9648,7125,2139
"Hijo(a) / hijastro(a) (025)",31887,824,16179,11288,2941,633,22
"Yerno / nuera (026)",1460,,6,1025,379,46,4
"Nieto(a) (027)",5256,409,3819,954,69,5,
"Padres / suegros (028)",1619,,,1,29,454,1135
"Otro(a) pariente (029)",4652,101,1358,1721,669,461,342
"Trabajador(a) del hogar (030)",109,,2,71,25,8,3
"Pensionistas (031)",48,,,28,14,2,4
"Otro(a) no pariente (032)",736,11,117,304,176,77,51
,,,,,,,
"URBANA (033)",135396,2273,37148,36317,28825,21291,9542
"Jefe o Jefa (034)",34273,,51,4322,12268,12008,5624
"Esposa(o) / compañera(o) (035)",21300,,29,4418,8689,6328,1836
"Hijo(a) / hijastro(a) (036)",55705,1388,27798,20382,5014,1094,29
"Yerno / nuera (037)",2601,,17,1500,915,163,6
"Nieto(a) (038)",9098,694,6583,1687,128,6,
"Padres / suegros (039)",2035,,,1,36,558,1440
"Otro(a) pariente (040)",8664,175,2441,3252,1356,925,515
"Trabajador(a) del hogar (041)",108,,2,67,24,12,3
"Pensionistas (042)",118,,3,71,30,8,6
"Otro(a) no pariente (043)",1494,16,224,617,365,189,83
"Hombres (044)",67232,1182,19042,17915,13795,10522,4776
"Jefe o Jefa (045)",24414,,24,3080,8971,8493,3846
"Esposa(o) / compañera(o) (046)",1763,,19,418,625,517,184
"Hijo(a) / hijastro(a) (047)",28797,731,14232,10732,2519,571,12
"Yerno / nuera (048)",1389,,14,640,610,122,3
"Nieto(a) (049)",4691,354,3383,882,69,3,
"Padres / suegros (050)",626,,,,13,155,458
"Otro(a) pariente (051)",4652,90,1247,1783,768,534,230
"Trabajador(a) del hogar (052)",11,,,3,2,4,2
"Pensionistas (053)",73,,3,44,16,7,3
"Otro(a) no pariente (054)",816,7,120,333,202,116,38
"Mujeres (055)",68164,1091,18106,18402,15030,10769,4766
"Jefe o Jefa (056)",9859,,27,1242,3297,3515,1778
"Esposa(o) / compañera(o) (057)",19537,,10,4000,8064,5811,1652
"Hijo(a) / hijastro(a) (058)",26908,657,13566,9650,2495,523,17
"Yerno / nuera (059)",1212,,3,860,305,41,3
"Nieto(a) (060)",4407,340,3200,805,59,3,
"Padres / suegros (061)",1409,,,1,23,403,982
"Otro(a) pariente (062)",4012,85,1194,1469,588,391,285
"Trabajador(a) del hogar (063)",97,,2,64,22,8,1
"Pensionistas (064)",45,,,27,14,1,3
"Otro(a) no pariente (065)",678,9,104,284,163,73,45
,,,,,,,
"RURAL (066)",26595,483,7042,7180,5308,4232,2350
"Jefe o Jefa (067)",7046,,3,1018,2224,2311,1490
"Esposa(o) / compañera(o) (068)",4590,,1,1127,1619,1347,496
"Hijo(a) / hijastro(a) (069)",10725,309,5402,3752,983,268,11
"Yerno / nuera (070)",491,,4,265,193,27,2
"Nieto(a) (071)",1741,132,1258,317,29,5,
"Padres / suegros (072)",315,,,,8,77,230
"Otro(a) pariente (073)",1473,40,353,591,213,172,104
"Trabajador(a) del hogar (074)",20,,,11,4,1,4
"Pensionistas (075)",10,,,6,2,1,1
"Otro(a) no pariente (076)",184,2,21,93,33,23,12
"Hombres (077)",13847,229,3628,3712,2739,2298,1241
"Jefe o Jefa (078)",5774,,1,874,1872,1934,1093
"Esposa(o) / compañera(o) (079)",113,,1,35,35,33,9
"Hijo(a) / hijastro(a) (080)",5746,142,2789,2114,537,158,6
"Yerno / nuera (081)",243,,1,100,119,22,1
"Nieto(a) (082)",892,63,639,168,19,3,
"Padres / suegros (083)",105,,,,2,26,77
"Otro(a) pariente (084)",833,24,189,339,132,102,47
"Trabajador(a) del hogar (085)",8,,,4,1,1,2
"Pensionistas (086)",7,,,5,2,,
"Otro(a) no pariente (087)",126,,8,73,20,19,6
"Mujeres (088)",12748,254,3414,3468,2569,1934,1109
"Jefe o Jefa (089)",1272,,2,144,352,377,397
"Esposa(o) / compañera(o) (090)",4477,,,1092,1584,1314,487
"Hijo(a) / hijastro(a) (091)",4979,167,2613,1638,446,110,5
"Yerno / nuera (092)",248,,3,165,74,5,1
"Nieto(a) (093)",849,69,619,149,10,2,
