"CUADRO Nº 3: VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia GRAU (000)",22,17,5
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",5,5,
"Hospital, clinica (004)",4,2,2
"Cárcel, centro de readaptación social (005)",1,1,
"Aldea infantil, orfelinato, etc (007)",2,2,
"Otro (008)",6,5,1
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",4,2,2
