"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CONDESUYOS (000)",17949,2572,400,5973,5584,967,1259,422,772
"Quechua (001)",4734,1165,71,1850,1261,123,156,45,63
"Aymara (002)",79,3,1,27,36,4,7,,1
"Ashaninca (003)",3,1,,1,,,1,,
"Otra lengua nativa (004)",8,1,,1,3,1,2,,
"Castellano (005)",13107,1390,325,4091,4284,839,1093,377,708
"Es sordomudo/a (007)",18,12,3,3,,,,,
"Hombres (009)",9985,810,188,3067,3667,590,808,315,540
"Quechua (010)",2639,302,31,1009,994,93,125,37,48
"Aymara (011)",50,1,,14,27,3,4,,1
"Ashaninca (012)",2,1,,,,,1,,
"Otra lengua nativa (013)",4,1,,1,1,,1,,
"Castellano (014)",7278,497,155,2041,2645,494,677,278,491
"Es sordomudo/a (016)",12,8,2,2,,,,,
"Mujeres (018)",7964,1762,212,2906,1917,377,451,107,232
"Quechua (019)",2095,863,40,841,267,30,31,8,15
"Aymara (020)",29,2,1,13,9,1,3,,
"Ashaninca (021)",1,,,1,,,,,
"Otra lengua nativa (022)",4,,,,2,1,1,,
"Castellano (023)",5829,893,170,2050,1639,345,416,99,217
"Es sordomudo/a (025)",6,4,1,1,,,,,
,,,,,,,,,
"URBANA (027)",7347,847,222,2239,2284,490,672,195,398
"Quechua (028)",1085,252,23,398,295,40,51,8,18
"Aymara (029)",39,2,1,13,13,4,6,,
"Otra lengua nativa (031)",7,,,1,3,1,2,,
"Castellano (032)",6209,590,196,1825,1973,445,613,187,380
"Es sordomudo/a (034)",7,3,2,2,,,,,
"Hombres (036)",3752,281,114,1084,1325,244,354,121,229
"Quechua (037)",545,63,10,199,205,23,31,4,10
"Aymara (038)",22,1,,5,10,3,3,,
"Otra lengua nativa (040)",3,,,1,1,,1,,
"Castellano (041)",3176,214,103,877,1109,218,319,117,219
"Es sordomudo/a (043)",6,3,1,2,,,,,
"Mujeres (045)",3595,566,108,1155,959,246,318,74,169
"Quechua (046)",540,189,13,199,90,17,20,4,8
"Aymara (047)",17,1,1,8,3,1,3,,
"Otra lengua nativa (049)",4,,,,2,1,1,,
"Castellano (050)",3033,376,93,948,864,227,294,70,161
"Es sordomudo/a (052)",1,,1,,,,,,
,,,,,,,,,
"RURAL (054)",10602,1725,178,3734,3300,477,587,227,374
"Quechua (055)",3649,913,48,1452,966,83,105,37,45
"Aymara (056)",40,1,,14,23,,1,,1
"Ashaninca (057)",3,1,,1,,,1,,
"Otra lengua nativa (058)",1,1,,,,,,,
"Castellano (059)",6898,800,129,2266,2311,394,480,190,328
"Es sordomudo/a (061)",11,9,1,1,,,,,
"Hombres (063)",6233,529,74,1983,2342,346,454,194,311
"Quechua (064)",2094,239,21,810,789,70,94,33,38
"Aymara (065)",28,,,9,17,,1,,1
"Ashaninca (066)",2,1,,,,,1,,
"Otra lengua nativa (067)",1,1,,,,,,,
"Castellano (068)",4102,283,52,1164,1536,276,358,161,272
"Es sordomudo/a (070)",6,5,1,,,,,,
"Mujeres (072)",4369,1196,104,1751,958,131,133,33,63
"Quechua (073)",1555,674,27,642,177,13,11,4,7
"Aymara (074)",12,1,,5,6,,,,
"Ashaninca (075)",1,,,1,,,,,
"Castellano (077)",2796,517,77,1102,775,118,122,29,56
"Es sordomudo/a (079)",5,4,,1,,,,,
