"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CUSCO (000)",152938,61455,14178,62418,4186,5964,4737
"Sin nivel (001)",3235,244,259,2183,53,338,158
"Educación inicial (002)",99,21,10,40,1,5,22
"Primaria (003)",17776,1767,2807,10597,348,1090,1167
"Secundaria (004)",56119,14029,8319,26942,1369,2747,2713
"Superior no univ. incompleta (005)",13013,6045,952,4926,323,446,321
"Superior no univ. completa (006)",17163,10244,801,5140,406,393,179
"Superior univ. incompleta (007)",14206,7408,620,4946,583,547,102
"Superior univ. completa (008)",31327,21697,410,7644,1103,398,75
"Hombres (010)",84890,32401,12741,34802,2589,2045,312
"Sin nivel (011)",823,71,196,492,10,47,7
"Educación inicial (012)",37,7,7,19,,4,
"Primaria (013)",8378,737,2530,4603,166,286,56
"Secundaria (014)",34217,8505,7607,15974,863,1073,195
"Superior no univ. incompleta (015)",7310,3168,835,2915,203,167,22
"Superior no univ. completa (016)",8500,4586,688,2868,244,103,11
"Superior univ. incompleta (017)",8923,4454,548,3284,384,241,12
"Superior univ. completa (018)",16702,10873,330,4647,719,124,9
"Mujeres (020)",68048,29054,1437,27616,1597,3919,4425
"Sin nivel (021)",2412,173,63,1691,43,291,151
"Educación inicial (022)",62,14,3,21,1,1,22
"Primaria (023)",9398,1030,277,5994,182,804,1111
"Secundaria (024)",21902,5524,712,10968,506,1674,2518
"Superior no univ. incompleta (025)",5703,2877,117,2011,120,279,299
"Superior no univ. completa (026)",8663,5658,113,2272,162,290,168
"Superior univ. incompleta (027)",5283,2954,72,1662,199,306,90
"Superior univ. completa (028)",14625,10824,80,2997,384,274,66
,,,,,,,
"URBANA (030)",147608,60892,13288,59284,4092,5386,4666
"Sin nivel (031)",2632,230,212,1800,47,192,151
"Educación inicial (032)",93,21,9,38,1,3,21
"Primaria (033)",15728,1705,2506,9194,310,867,1146
"Secundaria (034)",53987,13768,7824,25829,1333,2557,2676
"Superior no univ. incompleta (035)",12827,5982,927,4840,321,438,319
"Superior no univ. completa (036)",16994,10165,792,5071,401,388,177
"Superior univ. incompleta (037)",14133,7380,611,4914,582,544,102
"Superior univ. completa (038)",31214,21641,407,7598,1097,397,74
"Hombres (040)",81116,32058,11918,32514,2519,1802,305
"Sin nivel (041)",566,67,161,294,10,27,7
"Educación inicial (042)",33,7,6,18,,2,
"Primaria (043)",6890,700,2259,3533,137,206,55
"Secundaria (044)",32542,8331,7136,15110,834,942,189
"Superior no univ. incompleta (045)",7186,3132,811,2858,201,162,22
"Superior no univ. completa (046)",8398,4542,679,2825,240,101,11
"Superior univ. incompleta (047)",8869,4437,539,3259,383,239,12
"Superior univ. completa (048)",16632,10842,327,4617,714,123,9
"Mujeres (050)",66492,28834,1370,26770,1573,3584,4361
"Sin nivel (051)",2066,163,51,1506,37,165,144
"Educación inicial (052)",60,14,3,20,1,1,21
"Primaria (053)",8838,1005,247,5661,173,661,1091
"Secundaria (054)",21445,5437,688,10719,499,1615,2487
"Superior no univ. incompleta (055)",5641,2850,116,1982,120,276,297
"Superior no univ. completa (056)",8596,5623,113,2246,161,287,166
"Superior univ. incompleta (057)",5264,2943,72,1655,199,305,90
"Superior univ. completa (058)",14582,10799,80,2981,383,274,65
,,,,,,,
"RURAL (060)",5330,563,890,3134,94,578,71
"Sin nivel (061)",603,14,47,383,6,146,7
"Educación inicial (062)",6,,1,2,,2,1
"Primaria (063)",2048,62,301,1403,38,223,21
"Secundaria (064)",2132,261,495,1113,36,190,37
"Superior no univ. incompleta (065)",186,63,25,86,2,8,2
"Superior no univ. completa (066)",169,79,9,69,5,5,2
"Superior univ. incompleta (067)",73,28,9,32,1,3,
"Superior univ. completa (068)",113,56,3,46,6,1,1
"Hombres (070)",3774,343,823,2288,70,243,7
"Sin nivel (071)",257,4,35,198,,20,
"Educación inicial (072)",4,,1,1,,2,
"Primaria (073)",1488,37,271,1070,29,80,1
"Secundaria (074)",1675,174,471,864,29,131,6
"Superior no univ. incompleta (075)",124,36,24,57,2,5,
"Superior no univ. completa (076)",102,44,9,43,4,2,
"Superior univ. incompleta (077)",54,17,9,25,1,2,
"Superior univ. completa (078)",70,31,3,30,5,1,
"Mujeres (080)",1556,220,67,846,24,335,64
"Sin nivel (081)",346,10,12,185,6,126,7
"Educación inicial (082)",2,,,1,,,1
"Primaria (083)",560,25,30,333,9,143,20
"Secundaria (084)",457,87,24,249,7,59,31
"Superior no univ. incompleta (085)",62,27,1,29,,3,2
"Superior no univ. completa (086)",67,35,,26,1,3,2
"Superior univ. incompleta (087)",19,11,,7,,1,
"Superior univ. completa (088)",43,25,,16,1,,1
