"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",5662,2540,65,95,2449,170,24,14,,305
"Hombres (001)",2189,1283,42,54,514,58,19,8,,211
"Mujeres (002)",3473,1257,23,41,1935,112,5,6,,94
"De 06 a 14 años (003)",2075,1985,,,41,24,,2,,23
"Hombres (004)",1035,998,,,16,11,,,,10
"Mujeres (005)",1040,987,,,25,13,,2,,13
"De 15 a 29 años (006)",1239,538,,20,551,,8,2,,120
"Hombres (007)",507,278,,11,121,,6,1,,90
"Mujeres (008)",732,260,,9,430,,2,1,,30
"De 30 a 44 años (009)",687,10,3,18,556,,9,1,,90
"Hombres (010)",175,5,1,11,89,,7,1,,61
"Mujeres (011)",512,5,2,7,467,,2,,,29
"De 45 a 64 años (012)",724,6,23,15,616,,7,3,,54
"Hombres (013)",188,2,14,7,119,,6,2,,38
"Mujeres (014)",536,4,9,8,497,,1,1,,16
"De 65 y más años (015)",937,1,39,42,685,146,,6,,18
"Hombres (016)",284,,27,25,169,47,,4,,12
"Mujeres (017)",653,1,12,17,516,99,,2,,6
,,,,,,,,,,
"AREA URBANA (018)",3567,1737,55,53,1520,101,11,5,,85
"Hombres (019)",1332,858,34,24,325,34,8,3,,46
"Mujeres (020)",2235,879,21,29,1195,67,3,2,,39
"De 06 a 14 años (021)",1423,1364,,,33,14,,2,,10
"Hombres (022)",697,673,,,12,6,,,,6
"Mujeres (023)",726,691,,,21,8,,2,,4
"De 15 a 29 años (024)",760,360,,11,354,,4,1,,30
"Hombres (025)",293,180,,7,86,,2,1,,17
"Mujeres (026)",467,180,,4,268,,2,,,13
"De 30 a 44 años (027)",418,8,3,10,365,,4,1,,27
"Hombres (028)",86,4,1,4,58,,3,1,,15
"Mujeres (029)",332,4,2,6,307,,1,,,12
"De 45 a 64 años (030)",408,4,20,10,358,,3,1,,12
"Hombres (031)",95,1,12,3,69,,3,1,,6
"Mujeres (032)",313,3,8,7,289,,,,,6
"De 65 y más años (033)",558,1,32,22,410,87,,,,6
"Hombres (034)",161,,21,10,100,28,,,,2
"Mujeres (035)",397,1,11,12,310,59,,,,4
,,,,,,,,,,
"AREA RURAL (036)",2095,803,10,42,929,69,13,9,,220
"Hombres (037)",857,425,8,30,189,24,11,5,,165
"Mujeres (038)",1238,378,2,12,740,45,2,4,,55
"De 06 a 14 años (039)",652,621,,,8,10,,,,13
"Hombres (040)",338,325,,,4,5,,,,4
"Mujeres (041)",314,296,,,4,5,,,,9
"De 15 a 29 años (042)",479,178,,9,197,,4,1,,90
"Hombres (043)",214,98,,4,35,,4,,,73
"Mujeres (044)",265,80,,5,162,,,1,,17
"De 30 a 44 años (045)",269,2,,8,191,,5,,,63
"Hombres (046)",89,1,,7,31,,4,,,46
"Mujeres (047)",180,1,,1,160,,1,,,17
"De 45 a 64 años (048)",316,2,3,5,258,,4,2,,42
"Hombres (049)",93,1,2,4,50,,3,1,,32
"Mujeres (050)",223,1,1,1,208,,1,1,,10
"De 65 y más años (051)",379,,7,20,275,59,,6,,12
"Hombres (052)",123,,6,15,69,19,,4,,10
"Mujeres (053)",256,,1,5,206,40,,2,,2
