"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia HUAURA (000)",131364,128504,2860
"Hombres (001)",65846,64608,1238
"Mujeres (002)",65518,63896,1622
"De 18 a 29 años (003)",42416,40794,1622
"Hombres (004)",21514,20678,836
"Mujeres (005)",20902,20116,786
"De 30 a 44 años (006)",40618,40273,345
"Hombres (007)",20045,19888,157
"Mujeres (008)",20573,20385,188
"De 45 a 64 años (009)",32344,32027,317
"Hombres (010)",16176,16058,118
"Mujeres (011)",16168,15969,199
"De 65 y más años (012)",15986,15410,576
"Hombres (013)",8111,7984,127
"Mujeres (014)",7875,7426,449
,,,
"URBANA (015)",114189,111915,2274
"Hombres (016)",56505,55481,1024
"Mujeres (017)",57684,56434,1250
"De 18 a 29 años (018)",36625,35291,1334
"Hombres (019)",18402,17696,706
"Mujeres (020)",18223,17595,628
"De 30 a 44 años (021)",35558,35287,271
"Hombres (022)",17307,17174,133
"Mujeres (023)",18251,18113,138
"De 45 a 64 años (024)",28129,27893,236
"Hombres (025)",13854,13761,93
"Mujeres (026)",14275,14132,143
"De 65 y más años (027)",13877,13444,433
"Hombres (028)",6942,6850,92
"Mujeres (029)",6935,6594,341
,,,
"RURAL (030)",17175,16589,586
"Hombres (031)",9341,9127,214
"Mujeres (032)",7834,7462,372
"De 18 a 29 años (033)",5791,5503,288
"Hombres (034)",3112,2982,130
"Mujeres (035)",2679,2521,158
"De 30 a 44 años (036)",5060,4986,74
"Hombres (037)",2738,2714,24
"Mujeres (038)",2322,2272,50
"De 45 a 64 años (039)",4215,4134,81
"Hombres (040)",2322,2297,25
"Mujeres (041)",1893,1837,56
"De 65 y más años (042)",2109,1966,143
"Hombres (043)",1169,1134,35
"Mujeres (044)",940,832,108
