"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ACOBAMBA (000)",1181,24,570,354,178,55
"Sin nivel (001)",100,4,15,28,35,18
"Educación inicial (002)",4,1,1,2,,
"Primaria (003)",475,10,154,174,106,31
"Secundaria (004)",465,9,322,103,25,6
"Superior no univ. incompleta (005)",38,,19,13,6,
"Superior no univ. completa (006)",33,,23,9,1,
"Superior univ. incompleta (007)",18,,15,2,1,
"Superior univ. completa (008)",48,,21,23,4,
"Hombres (010)",924,15,409,295,156,49
"Sin nivel (011)",76,3,9,23,27,14
"Educación inicial (012)",2,,1,1,,
"Primaria (013)",381,5,105,146,96,29
"Secundaria (014)",378,7,250,92,23,6
"Superior no univ. incompleta (015)",26,,13,8,5,
"Superior no univ. completa (016)",25,,17,7,1,
"Superior univ. incompleta (017)",9,,6,2,1,
"Superior univ. completa (018)",27,,8,16,3,
"Mujeres (020)",257,9,161,59,22,6
"Sin nivel (021)",24,1,6,5,8,4
"Educación inicial (022)",2,1,,1,,
"Primaria (023)",94,5,49,28,10,2
"Secundaria (024)",87,2,72,11,2,
"Superior no univ. incompleta (025)",12,,6,5,1,
"Superior no univ. completa (026)",8,,6,2,,
"Superior univ. incompleta (027)",9,,9,,,
"Superior univ. completa (028)",21,,13,7,1,
,,,,,,
"Area Urbana (030)",583,6,253,198,97,29
"Sin nivel (031)",35,1,6,11,12,5
"Educación inicial (032)",2,,,2,,
"Primaria (033)",196,1,38,81,58,18
"Secundaria (034)",243,4,153,64,16,6
"Superior no univ. incompleta (035)",29,,12,12,5,
"Superior no univ. completa (036)",23,,14,8,1,
"Superior univ. incompleta (037)",16,,13,2,1,
"Superior univ. completa (038)",39,,17,18,4,
"Hombres (040)",449,6,176,157,83,27
"Sin nivel (041)",25,1,3,9,7,5
"Educación inicial (042)",1,,,1,,
"Primaria (043)",164,1,30,64,53,16
"Secundaria (044)",194,4,114,56,14,6
"Superior no univ. incompleta (045)",19,,8,7,4,
"Superior no univ. completa (046)",17,,10,6,1,
"Superior univ. incompleta (047)",7,,4,2,1,
"Superior univ. completa (048)",22,,7,12,3,
"Mujeres (050)",134,,77,41,14,2
"Sin nivel (051)",10,,3,2,5,
"Educación inicial (052)",1,,,1,,
"Primaria (053)",32,,8,17,5,2
"Secundaria (054)",49,,39,8,2,
"Superior no univ. incompleta (055)",10,,4,5,1,
"Superior no univ. completa (056)",6,,4,2,,
"Superior univ. incompleta (057)",9,,9,,,
"Superior univ. completa (058)",17,,10,6,1,
,,,,,,
"Area Rural (060)",598,18,317,156,81,26
"Sin nivel (061)",65,3,9,17,23,13
"Educación inicial (062)",2,1,1,,,
"Primaria (063)",279,9,116,93,48,13
"Secundaria (064)",222,5,169,39,9,
"Superior no univ. incompleta (065)",9,,7,1,1,
"Superior no univ. completa (066)",10,,9,1,,
"Superior univ. incompleta (067)",2,,2,,,
"Superior univ. completa (068)",9,,4,5,,
"Hombres (070)",475,9,233,138,73,22
"Sin nivel (071)",51,2,6,14,20,9
"Educación inicial (072)",1,,1,,,
"Primaria (073)",217,4,75,82,43,13
"Secundaria (074)",184,3,136,36,9,
"Superior no univ. incompleta (075)",7,,5,1,1,
"Superior no univ. completa (076)",8,,7,1,,
"Superior univ. incompleta (077)",2,,2,,,
"Superior univ. completa (078)",5,,1,4,,
"Mujeres (080)",123,9,84,18,8,4
"Sin nivel (081)",14,1,3,3,3,4
"Educación inicial (082)",1,1,,,,
"Primaria (083)",62,5,41,11,5,
"Secundaria (084)",38,2,33,3,,
"Superior no univ. incompleta (085)",2,,2,,,
"Superior no univ. completa (086)",2,,2,,,
"Superior univ. completa (088)",4,,3,1,,
